mc 	mn 	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord    	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones  	added_tones	root	bass_note
61 	61 	0       	0       	4/4    	5    	1    	vi       	         	g        	VII     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
61 	61 	1/4     	1/4     	4/4    	5    	1    	IV6      	         	g        	VII     	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	0                	3, 0, -1     	           	-1  	3
61 	61 	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	VII     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
62 	62 	0       	0       	4/4    	5    	1    	V        	         	g        	VII     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
62 	62 	1/4     	1/4     	4/4    	5    	1    	IV       	         	g        	VII     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
62 	62 	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	VII     	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
62 	62 	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	VII     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
63 	63 	0       	0       	4/4    	5    	1    	I\\      	         	g        	VII     	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
64 	64 	0       	0       	4/4    	5    	1    	v.V      	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
66 	66 	0       	0       	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
66 	66 	1/4     	1/4     	4/4    	5    	1    	V6       	         	g        	v       	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	1                	5, 2, 1      	           	1   	5
66 	66 	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
67 	67 	0       	0       	4/4    	5    	1    	v        	         	g        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
67 	67 	1/2     	1/2     	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
68 	68 	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
69 	69 	0       	0       	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
69 	69 	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
70 	70 	0       	0       	4/4    	5    	1    	i\\      	         	g        	v       	     	i        	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
71 	71 	0       	0       	4/4    	5    	1    	III.I    	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
71 	71 	1/4     	1/4     	4/4    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
71 	71 	1/2     	1/2     	4/4    	5    	1    	ii       	         	g        	III     	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
71 	71 	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
72 	72 	0       	0       	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
72 	72 	1/2     	1/2     	4/4    	5    	1    	ii       	         	g        	III     	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
73 	73 	0       	0       	4/4    	5    	1    	iii      	         	g        	III     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
73 	73 	1/4     	1/4     	4/4    	5    	1    	I6       	         	g        	III     	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
73 	73 	1/2     	1/2     	4/4    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
73 	73 	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	III     	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
74 	74 	0       	0       	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
74 	74 	1/4     	1/4     	4/4    	5    	1    	iii6     	         	g        	III     	     	iii6     	iii    	    	6      	       	            	       	         	m         	1                 	0                	1, 5, 4      	           	4   	1
74 	74 	1/2     	1/2     	4/4    	5    	1    	vi       	         	g        	III     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
75 	75 	0       	0       	4/4    	5    	1    	vii      	         	g        	III     	     	vii      	vii    	    	       	       	            	       	         	m         	1                 	0                	5, 2, 6      	           	5   	5
75 	75 	1/4     	1/4     	4/4    	5    	1    	V6       	         	g        	III     	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	0                	5, 2, 1      	           	1   	5
75 	75 	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
75 	75 	3/4     	3/4     	4/4    	5    	1    	vi6      	         	g        	III     	     	vi6      	vi     	    	6      	       	            	       	         	m         	1                 	0                	0, 4, 3      	           	3   	0
76 	76 	0       	0       	4/4    	5    	1    	IV.I     	         	g        	IV      	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
76 	76 	1/4     	1/4     	4/4    	5    	1    	vi6      	         	g        	IV      	     	vi6      	vi     	    	6      	       	            	       	         	m         	1                 	0                	0, 4, 3      	           	3   	0
76 	76 	1/2     	1/2     	4/4    	5    	1    	viio6(2) 	         	g        	IV      	     	viio6(2) 	vii    	o   	6      	2      	            	       	         	o         	1                 	0                	2, -1, 0     	           	5   	2
76 	76 	3/4     	3/4     	4/4    	5    	1    	viio6    	         	g        	IV      	     	viio6    	vii    	o   	6      	       	            	       	         	o         	1                 	0                	2, -1, 5     	           	5   	2
77 	77 	0       	0       	4/4    	5    	1    	I\\      	         	g        	IV      	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
78 	78 	0       	0       	4/4    	5    	1    	I        	         	g        	IV      	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
78 	78 	1/4     	1/4     	4/4    	5    	1    	IV       	         	g        	IV      	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
78 	78 	1/2     	1/2     	4/4    	5    	1    	ii       	         	g        	IV      	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
78 	78 	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	IV      	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
79 	79 	0       	0       	4/4    	5    	1    	I        	         	g        	IV      	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
79 	79 	1/2     	1/2     	4/4    	5    	1    	ii       	         	g        	IV      	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
80 	80 	0       	0       	4/4    	5    	1    	bIII     	         	g        	IV      	     	bIII     	bIII   	    	       	       	            	       	         	M         	1                 	0                	-3, 1, -2    	           	-3  	-3
80 	80 	1/4     	1/4     	4/4    	5    	1    	i6       	         	g        	IV      	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	0                	-3, 1, 0     	           	0   	-3
80 	80 	1/2     	1/2     	4/4    	5    	1    	IV       	         	g        	IV      	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
80 	80 	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	IV      	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
81 	81 	0       	0       	4/4    	5    	1    	i.i      	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
81 	81 	1/4     	1/4     	4/4    	5    	1    	VIM65    	         	g        	i       	     	VIM65    	VI     	M   	65     	       	            	       	         	MM7       	1                 	1                	0, -3, 1, -4 	           	-4  	0
81 	81 	1/2     	1/2     	4/4    	5    	1    	ii       	         	g        	i       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3     	           	2   	2
82 	82 	0       	0       	4/4    	5    	1    	III      	         	g        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
82 	82 	1/4     	1/4     	4/4    	5    	1    	i6       	         	g        	i       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
82 	82 	1/2     	1/2     	4/4    	5    	1    	IV       	         	g        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
82 	82 	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	i       	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	1                	-1, 3, 2     	           	2   	-1
83 	83 	0       	0       	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
83 	83 	1/4     	1/4     	4/4    	5    	1    	III6     	         	g        	i       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
83 	83 	1/2     	1/2     	4/4    	5    	1    	VI       	         	g        	i       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
83 	83 	3/4     	3/4     	4/4    	5    	1    	iv6      	         	g        	i       	     	iv6      	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
84 	84 	0       	0       	4/4    	5    	1    	V\\      	         	g        	i       	     	V        	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2      	           	1   	1
84 	84 	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
85 	85 	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	i       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
86 	86 	0       	0       	4/4    	5    	1    	VII.V    	         	g        	VII     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
86 	86 	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	VII     	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
87 	87 	0       	0       	4/4    	5    	1    	iii      	         	g        	VII     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
87 	87 	1/4     	1/4     	4/4    	5    	1    	I6       	         	g        	VII     	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
87 	87 	1/2     	1/2     	4/4    	5    	1    	ii7      	         	g        	VII     	     	ii7      	ii     	    	7      	       	            	       	         	mm7       	1                 	0                	2, -1, 3, 0  	           	2   	2
87 	87 	3/4     	3/4     	4/4    	5    	1    	viio6    	         	g        	VII     	     	viio6    	vii    	o   	6      	       	            	       	         	o         	1                 	0                	2, -1, 5     	           	5   	2
88 	88 	0       	0       	4/4    	5    	1    	I\\      	         	g        	VII     	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
88 	88 	1/2     	1/2     	4/4    	5    	1    	i.VII    	         	g        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
89 	89 	0       	0       	4/4    	5    	1    	III      	         	g        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
89 	89 	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
90 	90 	0       	0       	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
91 	91 	0       	0       	4/4    	5    	1    	III      	         	g        	i       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
91 	91 	1/2     	1/2     	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
91 	91 	3/4     	3/4     	4/4    	5    	1    	#vio6    	         	g        	i       	     	#vio6    	#vi    	o   	6      	       	            	       	         	o         	1                 	1                	0, -3, 3     	           	3   	0
92 	92 	0       	0       	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
92 	92 	1/2     	1/2     	4/4    	5    	1    	i6       	         	g        	i       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
92 	92 	3/4     	3/4     	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
93 	93 	0       	0       	4/4    	5    	1    	V(4)     	         	g        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
93 	93 	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
94 	94 	0       	0       	4/4    	5    	1    	I\\      	         	g        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
95 	95 	0       	0       	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
96 	96 	1/2     	1/2     	4/4    	5    	1    	v6       	         	g        	i       	     	v6       	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1     	           	1   	-2
97 	97 	0       	0       	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
97 	97 	3/4     	3/4     	4/4    	5    	1    	vii%7/VII	         	g        	i       	     	vii%7/VII	vii    	%   	7      	       	VII         	       	         	%7        	1                 	1                	3, 0, -3, 1  	           	3   	3
98 	98 	0       	0       	4/4    	5    	1    	VII      	         	g        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
98 	98 	1/2     	1/2     	4/4    	5    	1    	VI       	         	g        	i       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
98 	98 	3/4     	3/4     	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
99 	99 	0       	0       	4/4    	5    	1    	iv       	         	g        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
100	100	0       	0       	4/4    	5    	1    	VI       	iv6      	g        	i       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
100	100	1/2     	1/2     	4/4    	5    	1    	iv       	         	g        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
101	101	0       	0       	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
102	102	0       	0       	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
102	102	1/2     	1/2     	4/4    	5    	1    	III.IV   	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
103	103	0       	0       	4/4    	5    	1    	V(4)     	         	g        	III     	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
103	103	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
104	104	0       	0       	4/4    	5    	1    	I\\      	         	g        	III     	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
105	105	0       	0       	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
106	106	0       	0       	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
107	107	0       	0       	4/4    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
108	108	0       	0       	4/4    	5    	1    	iii      	         	g        	III     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
108	108	1/2     	1/2     	4/4    	5    	1    	I6       	         	g        	III     	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
109	109	0       	0       	4/4    	5    	1    	ii7      	         	g        	III     	     	ii7      	ii     	    	7      	       	            	       	         	mm7       	1                 	0                	2, -1, 3, 0  	           	2   	2
109	109	1/2     	1/2     	4/4    	5    	1    	viio6    	         	g        	III     	     	viio6    	vii    	o   	6      	       	            	       	         	o         	1                 	0                	2, -1, 5     	           	5   	2
109	109	3/4     	3/4     	4/4    	5    	1    	vii%7    	         	g        	III     	     	vii%7    	vii    	%   	7      	       	            	       	         	%7        	1                 	0                	5, 2, -1, 3  	           	5   	5
110	110	0       	0       	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
111	111	0       	0       	4/4    	5    	1    	vii      	         	g        	III     	     	vii      	vii    	    	       	       	            	       	         	m         	1                 	0                	5, 2, 6      	           	5   	5
112	112	0       	0       	4/4    	5    	1    	vi       	         	g        	III     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
113	113	0       	0       	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
114	114	0       	0       	4/4    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
114	114	1/2     	1/2     	4/4    	5    	1    	iv       	         	g        	III     	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	0                	-1, -4, 0    	           	-1  	-1
115	115	0       	0       	4/4    	5    	1    	iii      	I6       	g        	III     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
116	116	0       	0       	4/4    	5    	1    	ii       	         	g        	III     	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
117	117	0       	0       	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
118	118	0       	0       	4/4    	5    	1    	vii      	         	g        	III     	     	vii      	vii    	    	       	       	            	       	         	m         	1                 	0                	5, 2, 6      	           	5   	5
118	118	1/2     	1/2     	4/4    	5    	1    	V6       	         	g        	III     	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	0                	5, 2, 1      	           	1   	5
119	119	0       	0       	4/4    	5    	1    	vi7      	         	g        	III     	     	vi7      	vi     	    	7      	       	            	       	         	mm7       	1                 	0                	3, 0, 4, 1   	           	3   	3
119	119	1/2     	1/2     	4/4    	5    	1    	viio6/V  	         	g        	III     	     	viio6/V  	vii    	o   	6      	       	V           	       	         	o         	1                 	0                	3, 0, 6      	           	6   	3
120	120	0       	0       	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
121	121	0       	0       	4/4    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
122	122	0       	0       	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
122	122	1/2     	1/2     	4/4    	5    	1    	i.iv     	         	g        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
123	123	0       	0       	4/4    	5    	1    	V7       	         	g        	i       	     	V7       	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1  	           	1   	1
123	123	1/2     	1/2     	4/4    	5    	1    	V(64)    	         	g        	i       	     	V(64)    	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3     	           	1   	1
124	124	0       	0       	4/4    	5    	1    	V(4)     	         	g        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
124	124	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
125	125	0       	0       	4/4    	5    	1    	I\\      	         	g        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
126	126	0       	0       	3/2    	5    	1    	I        	         	g        	i       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
126	126	2       	2       	3/2    	5    	1    	IV       	         	g        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
127	127	0       	0       	3/2    	5    	1    	v.III    	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
127	127	2       	2       	3/2    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
128	128	0       	0       	3/2    	5    	1    	V(4)     	         	g        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
128	128	2       	2       	3/2    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
129	129	0       	0       	3/2    	5    	1    	I\\      	         	g        	v       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
130	130	0       	0       	3/2    	5    	1    	III.I    	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
131	131	0       	0       	3/2    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
131	131	2       	2       	3/2    	5    	1    	vi       	         	g        	III     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
132	132	0       	0       	3/2    	5    	1    	I6       	         	g        	III     	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
132	132	1       	1       	3/2    	5    	1    	V(4)     	         	g        	III     	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
132	132	2       	2       	3/2    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
133	133	0       	0       	3/2    	5    	1    	I\\      	         	g        	III     	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
134	134	0       	0       	3/2    	5    	1    	i.VI     	         	g        	i       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
135	135	0       	0       	3/2    	5    	1    	iv       	         	g        	i       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
135	135	2       	2       	3/2    	5    	1    	VI       	iv6      	g        	i       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
136	136	0       	0       	3/2    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
136	136	1       	1       	3/2    	5    	1    	V(4)     	         	g        	i       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
136	136	2       	2       	3/2    	5    	1    	V        	         	g        	i       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
137	137	0       	0       	3/2    	5    	1    	I\\      	         	g        	i       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
138	138	0       	0       	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
138	138	1/2     	1/2     	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
139	139	1/2     	1/2     	4/4    	5    	1    	#vio6    	         	g        	i       	     	#vio6    	#vi    	o   	6      	       	            	       	         	o         	1                 	1                	0, -3, 3     	           	3   	0
139	139	3/4     	3/4     	4/4    	5    	1    	ii       	         	g        	i       	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3     	           	2   	2
140	140	0       	0       	4/4    	5    	1    	i6       	         	g        	i       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
140	140	1/2     	1/2     	4/4    	5    	1    	#viio6(2)	         	g        	i       	     	#viio6(2)	#vii   	o   	6      	2      	            	       	         	o         	1                 	1                	2, -1, 0     	           	5   	2
140	140	3/4     	3/4     	4/4    	5    	1    	#viio6   	         	g        	i       	     	#viio6   	#vii   	o   	6      	       	            	       	         	o         	1                 	1                	2, -1, 5     	           	5   	2
141	141	0       	0       	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
141	141	1/2     	1/2     	4/4    	5    	1    	v.i      	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
141	141	3/4     	3/4     	4/4    	5    	1    	#viio6   	         	g        	v       	     	#viio6   	#vii   	o   	6      	       	            	       	         	o         	1                 	1                	2, -1, 5     	           	5   	2
142	142	0       	0       	4/4    	5    	1    	i(9)     	         	g        	v       	     	i(9)     	i      	    	       	9      	            	       	         	m         	1                 	1                	0, -3, 1     	2          	0   	0
