mc 	mn 	mc_onset	mn_onset	timesig	staff	voice	label    	alt_label	globalkey	localkey	pedal	chord    	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones  	added_tones	root	bass_note
38 	38 	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
39 	39 	0       	0       	4/4    	5    	1    	I\\      	         	g        	v       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
39 	39 	3/4     	3/4     	4/4    	5    	1    	III.iii  	         	g        	III     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
40 	40 	0       	0       	4/4    	5    	1    	vi       	         	g        	III     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
40 	40 	3/4     	3/4     	4/4    	5    	1    	ii       	         	g        	III     	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
41 	41 	0       	0       	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
41 	41 	3/4     	3/4     	4/4    	5    	1    	vi       	         	g        	III     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
42 	42 	0       	0       	4/4    	5    	1    	ii6      	         	g        	III     	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
42 	42 	1/8     	1/8     	4/4    	5    	1    	iii6     	         	g        	III     	     	iii6     	iii    	    	6      	       	            	       	         	m         	1                 	0                	1, 5, 4      	           	4   	1
42 	42 	1/4     	1/4     	4/4    	5    	1    	IV6      	         	g        	III     	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	0                	3, 0, -1     	           	-1  	3
42 	42 	1/2     	1/2     	4/4    	5    	1    	V(4)     	         	g        	III     	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
42 	42 	3/4     	3/4     	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
43 	43 	0       	0       	4/4    	5    	1    	I\\      	         	g        	III     	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
43 	43 	1/4     	1/4     	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
44 	44 	0       	0       	4/4    	5    	1    	iii      	         	g        	III     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
44 	44 	1/4     	1/4     	4/4    	5    	1    	I6       	         	g        	III     	     	I6       	I      	    	6      	       	            	       	         	M         	1                 	0                	4, 1, 0      	           	0   	4
44 	44 	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	III     	     	V        	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
44 	44 	3/4     	3/4     	4/4    	5    	1    	iii6     	         	g        	III     	     	iii6     	iii    	    	6      	       	            	       	         	m         	1                 	0                	1, 5, 4      	           	4   	1
45 	45 	0       	0       	4/4    	5    	1    	vii      	         	g        	III     	     	vii      	vii    	    	       	       	            	       	         	m         	1                 	0                	5, 2, 6      	           	5   	5
45 	45 	1/2     	1/2     	4/4    	5    	1    	II       	         	g        	III     	     	II       	II     	    	       	       	            	       	         	M         	1                 	0                	2, 6, 3      	           	2   	2
46 	46 	0       	0       	4/4    	5    	1    	ii       	         	g        	III     	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
46 	46 	1/2     	1/2     	4/4    	5    	1    	IV       	         	g        	III     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
46 	46 	3/4     	3/4     	4/4    	5    	1    	ii6      	         	g        	III     	     	ii6      	ii     	    	6      	       	            	       	         	m         	1                 	0                	-1, 3, 2     	           	2   	-1
47 	47 	0       	0       	4/4    	5    	1    	vi       	         	g        	III     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
47 	47 	1/4     	1/4     	4/4    	5    	1    	IV6      	         	g        	III     	     	IV6      	IV     	    	6      	       	            	       	         	M         	1                 	0                	3, 0, -1     	           	-1  	3
47 	47 	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	III     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
47 	47 	3/4     	3/4     	4/4    	5    	1    	vi65     	         	g        	III     	     	vi65     	vi     	    	65     	       	            	       	         	mm7       	1                 	0                	0, 4, 1, 3   	           	3   	0
48 	48 	0       	0       	4/4    	5    	1    	v.i      	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
49 	49 	0       	0       	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
49 	49 	1/4     	1/4     	4/4    	5    	1    	i6       	         	g        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
49 	49 	1/2     	1/2     	4/4    	5    	1    	v        	         	g        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
49 	49 	3/4     	3/4     	4/4    	5    	1    	III6     	         	g        	v       	     	III6     	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
50 	50 	0       	0       	4/4    	5    	1    	VII      	         	g        	v       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
50 	50 	1/2     	1/2     	4/4    	5    	1    	iv       	         	g        	v       	     	iv       	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
51 	51 	0       	0       	4/4    	5    	1    	VI       	         	g        	v       	     	VI       	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
51 	51 	1/2     	1/2     	4/4    	5    	1    	III      	         	g        	v       	     	III      	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
52 	52 	0       	0       	4/4    	5    	1    	v        	         	g        	v       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
52 	52 	1/2     	1/2     	4/4    	5    	1    	i6       	         	g        	v       	     	i6       	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
52 	52 	3/4     	3/4     	4/4    	5    	1    	i        	         	g        	v       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
53 	53 	0       	0       	4/4    	5    	1    	V(4)     	         	g        	v       	     	V(4)     	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
53 	53 	1/2     	1/2     	4/4    	5    	1    	V        	         	g        	v       	     	V        	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
54 	54 	0       	0       	4/4    	5    	1    	I\\      	         	g        	v       	     	I        	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
54 	54 	3/4     	3/4     	4/4    	5    	1    	i.i      	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
55 	55 	1/2     	1/2     	4/4    	5    	1    	V6       	         	g        	i       	     	V6       	V      	    	6      	       	            	       	         	M         	1                 	1                	5, 2, 1      	           	1   	5
55 	55 	3/4     	3/4     	4/4    	5    	1    	I        	         	g        	i       	     	I        	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
56 	56 	0       	0       	4/4    	5    	1    	IV       	         	g        	i       	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
56 	56 	1/4     	1/4     	4/4    	5    	1    	VII      	         	g        	i       	     	VII      	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
56 	56 	3/4     	3/4     	4/4    	5    	1    	v        	         	g        	i       	     	v        	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
57 	57 	0       	0       	4/4    	5    	1    	i        	         	g        	i       	     	i        	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
58 	58 	0       	0       	4/4    	5    	1    	V\\      	         	g        	i       	     	V        	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2      	           	1   	1
58 	58 	1/2     	1/2     	4/4    	5    	1    	VII.I    	         	g        	VII     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
58 	58 	3/4     	3/4     	4/4    	5    	1    	vi       	         	g        	VII     	     	vi       	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
59 	59 	0       	0       	4/4    	5    	1    	ii       	         	g        	VII     	     	ii       	ii     	    	       	       	            	       	         	m         	1                 	0                	2, -1, 3     	           	2   	2
59 	59 	1/2     	1/2     	4/4    	5    	1    	I        	         	g        	VII     	     	I        	I      	    	       	       	            	       	         	M         	1                 	0                	0, 4, 1      	           	0   	0
60 	60 	0       	0       	4/4    	5    	1    	IV       	         	g        	VII     	     	IV       	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
60 	60 	1/2     	1/2     	4/4    	5    	1    	iii      	         	g        	VII     	     	iii      	iii    	    	       	       	            	       	         	m         	1                 	0                	4, 1, 5      	           	4   	4
