mc	mn	mc_onset	mn_onset	timesig	staff	voice	label   	alt_label	globalkey	localkey	pedal	chord   	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
40	40	3/8     	3/8     	4/4    	5    	1    	V6      	         	F        	I       	     	V6      	V      	    	6      	       	            	       	         	M         	0                 	0                	5, 2, 1    	           	1   	5
40	40	1/2     	1/2     	4/4    	5    	1    	vi      	         	F        	I       	     	vi      	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
40	40	3/4     	3/4     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
41	41	0       	0       	4/4    	5    	1    	I[I     	         	F        	I       	I    	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
41	41	3/8     	3/8     	4/4    	5    	1    	V]      	         	F        	I       	I    	V       	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
41	41	1/2     	1/2     	4/4    	5    	1    	vi      	         	F        	I       	     	vi      	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
41	41	3/4     	3/4     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
42	42	0       	0       	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
42	42	3/8     	3/8     	4/4    	5    	1    	V6(+4)  	         	F        	I       	     	V6(+4)  	V      	    	6      	+4     	            	       	         	M         	0                 	0                	5, 2, 1    	0          	1   	5
42	42	1/2     	1/2     	4/4    	5    	1    	vi      	         	F        	I       	     	vi      	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
42	42	3/4     	3/4     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
43	43	0       	0       	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
44	44	1/2     	1/2     	4/4    	5    	1    	IV6     	         	F        	I       	     	IV6     	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
44	44	3/4     	3/4     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
45	45	0       	0       	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
46	46	1/4     	1/4     	4/4    	5    	1    	I6      	         	F        	I       	     	I6      	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
46	46	1/2     	1/2     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
47	47	0       	0       	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
48	48	0       	0       	4/4    	5    	1    	I6      	         	F        	I       	     	I6      	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
48	48	1/4     	1/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
48	48	1/2     	1/2     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
48	48	3/4     	3/4     	4/4    	5    	1    	IV6     	         	F        	I       	     	IV6     	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
49	49	0       	0       	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
50	50	1/2     	1/2     	4/4    	5    	1    	I(+4)   	         	F        	I       	     	I(+4)   	I      	    	       	+4     	            	       	         	M         	0                 	0                	0, 4, 1    	-1         	0   	0
50	50	5/8     	5/8     	4/4    	5    	1    	V43     	         	F        	I       	     	V43     	V      	    	43     	       	            	       	         	Mm7       	0                 	0                	2, -1, 1, 5	           	1   	2
50	50	3/4     	3/4     	4/4    	5    	1    	I6      	         	F        	I       	     	I6      	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
51	51	0       	0       	4/4    	5    	1    	V(4)    	         	F        	I       	     	V(4)    	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
51	51	1/4     	1/4     	4/4    	5    	1    	V       	         	F        	I       	     	V       	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
51	51	1/2     	1/2     	4/4    	5    	1    	I\\     	         	F        	I       	     	I       	I      	    	       	       	            	       	\\       	M         	0                 	0                	0, 4, 1    	           	0   	0
51	51	3/4     	3/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
52	52	0       	0       	4/4    	5    	1    	IV6(2)  	         	F        	I       	     	IV6(2)  	IV     	    	6      	2      	            	       	         	M         	0                 	0                	3, 0, 1    	           	-1  	3
52	52	1/4     	1/4     	4/4    	5    	1    	IV6     	         	F        	I       	     	IV6     	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
52	52	1/2     	1/2     	4/4    	5    	1    	I(4)    	         	F        	I       	     	I(4)    	I      	    	       	4      	            	       	         	M         	0                 	0                	0, -1, 1   	           	0   	0
52	52	3/4     	3/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
53	53	1/2     	1/2     	4/4    	5    	1    	v6      	         	F        	I       	     	v6      	v      	    	6      	       	            	       	         	m         	0                 	0                	-2, 2, 1   	           	1   	-2
53	53	3/4     	3/4     	4/4    	5    	1    	bVII    	         	F        	I       	     	bVII    	bVII   	    	       	       	            	       	         	M         	0                 	0                	-2, 2, -1  	           	-2  	-2
53	53	7/8     	7/8     	4/4    	5    	1    	IV6     	         	F        	I       	     	IV6     	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
54	54	0       	0       	4/4    	5    	1    	V7      	         	F        	I       	     	V7      	V      	    	7      	       	            	       	         	Mm7       	0                 	0                	1, 5, 2, -1	           	1   	1
54	54	1/4     	1/4     	4/4    	5    	1    	V(64)   	         	F        	I       	     	V(64)   	V      	    	       	64     	            	       	         	M         	0                 	0                	1, 0, 4    	           	1   	1
54	54	1/2     	1/2     	4/4    	5    	1    	V(4)    	         	F        	I       	     	V(4)    	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
54	54	3/4     	3/4     	4/4    	5    	1    	V       	         	F        	I       	     	V       	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
55	55	0       	0       	4/4    	5    	1    	I\\     	         	F        	I       	     	I       	I      	    	       	       	            	       	\\       	M         	0                 	0                	0, 4, 1    	           	0   	0
55	55	1/4     	1/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
55	55	3/4     	3/4     	4/4    	5    	1    	I6      	         	F        	I       	     	I6      	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
56	56	0       	0       	4/4    	5    	1    	I64     	         	F        	I       	     	I64     	I      	    	64     	       	            	       	         	M         	0                 	0                	1, 0, 4    	           	0   	1
56	56	1/4     	1/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
56	56	1/2     	1/2     	4/4    	5    	1    	ii      	viio6    	F        	I       	     	ii      	ii     	    	       	       	            	       	         	m         	0                 	0                	2, -1, 3   	           	2   	2
56	56	3/4     	3/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
57	57	1/4     	1/4     	4/4    	5    	1    	vi      	         	F        	I       	     	vi      	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
57	57	3/4     	3/4     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
58	58	0       	0       	4/4    	5    	1    	IV.IV   	         	F        	IV      	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
58	58	1/4     	1/4     	4/4    	5    	1    	I6      	         	F        	IV      	     	I6      	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
58	58	1/2     	1/2     	4/4    	5    	1    	viio6(2)	         	F        	IV      	     	viio6(2)	vii    	o   	6      	2      	            	       	         	o         	0                 	0                	2, -1, 0   	           	5   	2
58	58	3/4     	3/4     	4/4    	5    	1    	V       	         	F        	IV      	     	V       	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
59	59	0       	0       	4/4    	5    	1    	I6\\    	         	F        	IV      	     	I6      	I      	    	6      	       	            	       	\\       	M         	0                 	0                	4, 1, 0    	           	0   	4
59	59	1/4     	1/4     	4/4    	5    	1    	I.IV    	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
59	59	1/2     	1/2     	4/4    	5    	1    	I       	         	F        	I       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
60	60	0       	0       	4/4    	5    	1    	ii      	         	F        	I       	     	ii      	ii     	    	       	       	            	       	         	m         	0                 	0                	2, -1, 3   	           	2   	2
60	60	1/4     	1/4     	4/4    	5    	1    	IV      	         	F        	I       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
60	60	1/2     	1/2     	4/4    	5    	1    	vi      	         	F        	I       	     	vi      	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
60	60	3/4     	3/4     	4/4    	5    	1    	vi6     	         	F        	I       	     	vi6     	vi     	    	6      	       	            	       	         	m         	0                 	0                	0, 4, 3    	           	3   	0
61	61	0       	0       	4/4    	5    	1    	V       	         	F        	I       	     	V       	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
61	61	1/4     	1/4     	4/4    	5    	1    	V(4)    	         	F        	I       	     	V(4)    	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
61	61	3/4     	3/4     	4/4    	5    	1    	V       	         	F        	I       	     	V       	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
62	62	0       	0       	4/4    	5    	1    	I6\\    	         	F        	I       	     	I6      	I      	    	6      	       	            	       	\\       	M         	0                 	0                	4, 1, 0    	           	0   	4
62	62	1/4     	1/4     	4/4    	5    	1    	V.IV    	         	F        	V       	     	IV      	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
62	62	1/2     	1/2     	4/4    	5    	1    	I       	         	F        	V       	     	I       	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
63	63	0       	0       	4/4    	5    	1    	ii      	         	F        	V       	     	ii      	ii     	    	       	       	            	       	         	m         	0                 	0                	2, -1, 3   	           	2   	2
