mc	mn	mc_onset	mn_onset	timesig	staff	voice	label   	alt_label	globalkey	localkey	pedal	chord   	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones  	added_tones	root	bass_note
9 	9 	1/2     	1/2     	4/4    	5    	1    	V       	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
9 	9 	3/4     	3/4     	4/4    	5    	1    	V(64)   	         	g        	v       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3     	           	1   	1
10	10	0       	0       	4/4    	5    	1    	V(4)    	         	g        	v       	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
10	10	1/4     	1/4     	4/4    	5    	1    	V       	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
10	10	1/2     	1/2     	4/4    	5    	1    	I\\     	         	g        	v       	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
11	11	1/8     	1/8     	4/4    	5    	1    	i.v     	         	g        	i       	     	v       	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
12	12	0       	0       	4/4    	5    	1    	i       	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
12	12	1/2     	1/2     	4/4    	5    	1    	V       	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
13	13	0       	0       	4/4    	5    	1    	i\\     	         	g        	i       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
13	13	5/8     	5/8     	4/4    	5    	1    	IV.V    	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
14	14	1/2     	1/2     	4/4    	5    	1    	i       	         	g        	IV      	     	i       	i      	    	       	       	            	       	         	m         	1                 	0                	0, -3, 1     	           	0   	0
15	15	0       	0       	4/4    	5    	1    	V       	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
15	15	1/2     	1/2     	4/4    	5    	1    	I\\     	         	g        	IV      	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
16	16	1/8     	1/8     	4/4    	5    	1    	i.VII   	         	g        	i       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
17	17	0       	0       	4/4    	5    	1    	iv6     	         	g        	i       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
17	17	1/2     	1/2     	4/4    	5    	1    	V7      	         	g        	i       	     	V7      	V      	    	7      	       	            	       	         	Mm7       	1                 	1                	1, 5, 2, -1  	           	1   	1
17	17	3/4     	3/4     	4/4    	5    	1    	V(64)   	         	g        	i       	     	V(64)   	V      	    	       	64     	            	       	         	M         	1                 	1                	1, 0, -3     	           	1   	1
18	18	0       	0       	4/4    	5    	1    	V(4)    	         	g        	i       	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
18	18	1/4     	1/4     	4/4    	5    	1    	V       	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
18	18	1/2     	1/2     	4/4    	5    	1    	i\\     	         	g        	i       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
19	19	1/4     	1/4     	4/4    	5    	1    	I       	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
20	20	1/4     	1/4     	4/4    	5    	1    	IV      	         	g        	i       	     	IV      	IV     	    	       	       	            	       	         	M         	1                 	1                	-1, 3, 0     	           	-1  	-1
20	20	1/2     	1/2     	4/4    	5    	1    	III     	         	g        	i       	     	III     	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
22	22	0       	0       	4/4    	5    	1    	i       	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
22	22	1/4     	1/4     	4/4    	5    	1    	iv6     	         	g        	i       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
22	22	1/2     	1/2     	4/4    	5    	1    	V(4)    	         	g        	i       	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	1                	1, 0, 2      	           	1   	1
22	22	3/4     	3/4     	4/4    	5    	1    	V       	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
23	23	0       	0       	4/4    	5    	1    	I\\     	         	g        	i       	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
23	23	3/4     	3/4     	4/4    	5    	1    	I       	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
25	25	0       	0       	4/4    	5    	1    	v       	         	g        	i       	     	v       	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
25	25	1/2     	1/2     	4/4    	5    	1    	I       	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
26	26	0       	0       	4/4    	5    	1    	iv[iv   	         	g        	i       	iv   	iv      	iv     	    	       	       	            	       	         	m         	1                 	1                	-1, -4, 0    	           	-1  	-1
26	26	1/2     	1/2     	4/4    	5    	1    	I       	         	g        	i       	iv   	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
26	26	3/4     	3/4     	4/4    	5    	1    	iio65]  	         	g        	i       	iv   	iio65   	ii     	o   	65     	       	            	       	         	o7        	1                 	1                	-1, -4, -7, 2	           	2   	-1
27	27	0       	0       	4/4    	5    	1    	I\\     	         	g        	i       	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
27	27	3/4     	3/4     	4/4    	5    	1    	I       	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
28	28	1/2     	1/2     	4/4    	5    	1    	v       	         	g        	i       	     	v       	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
29	29	0       	0       	4/4    	5    	1    	ii      	         	g        	i       	     	ii      	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3     	           	2   	2
29	29	1/2     	1/2     	4/4    	5    	1    	III6    	         	g        	i       	     	III6    	III    	    	6      	       	            	       	         	M         	1                 	1                	1, -2, -3    	           	-3  	1
30	30	0       	0       	4/4    	5    	1    	i       	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
31	31	0       	0       	4/4    	5    	1    	V\\     	         	g        	i       	     	V       	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2      	           	1   	1
32	32	0       	0       	4/4    	5    	1    	v       	         	g        	i       	     	v       	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
32	32	1/4     	1/4     	4/4    	5    	1    	i6      	         	g        	i       	     	i6      	i      	    	6      	       	            	       	         	m         	1                 	1                	-3, 1, 0     	           	0   	-3
32	32	3/4     	3/4     	4/4    	5    	1    	VII6    	         	g        	i       	     	VII6    	VII    	    	6      	       	            	       	         	M         	1                 	1                	2, -1, -2    	           	-2  	2
33	33	1/4     	1/4     	4/4    	5    	1    	VI6     	         	g        	i       	     	VI6     	VI     	    	6      	       	            	       	         	M         	1                 	1                	0, -3, -4    	           	-4  	0
33	33	1/2     	1/2     	4/4    	5    	1    	i       	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
33	33	3/4     	3/4     	4/4    	5    	1    	v6      	         	g        	i       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1     	           	1   	-2
34	34	1/4     	1/4     	4/4    	5    	1    	iv6     	         	g        	i       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
34	34	1/2     	1/2     	4/4    	5    	1    	v\\     	         	g        	i       	     	v       	v      	    	       	       	            	       	\\       	m         	1                 	1                	1, -2, 2     	           	1   	1
35	35	1/4     	1/4     	4/4    	5    	1    	v       	         	g        	i       	     	v       	v      	    	       	       	            	       	         	m         	1                 	1                	1, -2, 2     	           	1   	1
36	36	1/4     	1/4     	4/4    	5    	1    	ii      	         	g        	i       	     	ii      	ii     	    	       	       	            	       	         	m         	1                 	1                	2, -1, 3     	           	2   	2
36	36	1/2     	1/2     	4/4    	5    	1    	VI      	         	g        	i       	     	VI      	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
37	37	0       	0       	4/4    	5    	1    	III     	         	g        	i       	     	III     	III    	    	       	       	            	       	         	M         	1                 	1                	-3, 1, -2    	           	-3  	-3
37	37	1/2     	1/2     	4/4    	5    	1    	i(94)   	         	g        	i       	     	i(94)   	i      	    	       	94     	            	       	         	m         	1                 	1                	0, -1, 1     	2          	0   	0
38	38	1/4     	1/4     	4/4    	5    	1    	i       	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
38	38	1/2     	1/2     	4/4    	5    	1    	V\\     	         	g        	i       	     	V       	V      	    	       	       	            	       	\\       	M         	1                 	1                	1, 5, 2      	           	1   	1
40	40	1/4     	1/4     	4/4    	5    	1    	V       	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
41	41	1/4     	1/4     	4/4    	5    	1    	i       	         	g        	i       	     	i       	i      	    	       	       	            	       	         	m         	1                 	1                	0, -3, 1     	           	0   	0
41	41	1/2     	1/2     	4/4    	5    	1    	IV.IV   	         	g        	IV      	     	IV      	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
41	41	3/4     	3/4     	4/4    	5    	1    	vi      	IV6      	g        	IV      	     	vi      	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
42	42	0       	0       	4/4    	5    	1    	V(4)    	         	g        	IV      	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
42	42	1/4     	1/4     	4/4    	5    	1    	V       	         	g        	IV      	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
42	42	1/2     	1/2     	4/4    	5    	1    	I\\     	         	g        	IV      	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
43	43	0       	0       	4/4    	5    	1    	i.VII   	         	g        	i       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
43	43	1/4     	1/4     	4/4    	5    	1    	v6      	         	g        	i       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1     	           	1   	-2
43	43	1/2     	1/2     	4/4    	5    	1    	VIM7    	         	g        	i       	     	VIM7    	VI     	M   	7      	       	            	       	         	MM7       	1                 	1                	-4, 0, -3, 1 	           	-4  	-4
43	43	3/4     	3/4     	4/4    	5    	1    	VI      	         	g        	i       	     	VI      	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
44	44	1/2     	1/2     	4/4    	5    	1    	V       	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
45	45	0       	0       	4/4    	5    	1    	i\\     	         	g        	i       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
45	45	3/4     	3/4     	4/4    	5    	1    	I       	         	g        	i       	     	I       	I      	    	       	       	            	       	         	M         	1                 	1                	0, 4, 1      	           	0   	0
46	46	3/4     	3/4     	4/4    	5    	1    	VII.V   	         	g        	VII     	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
47	47	0       	0       	4/4    	5    	1    	IV      	         	g        	VII     	     	IV      	IV     	    	       	       	            	       	         	M         	1                 	0                	-1, 3, 0     	           	-1  	-1
47	47	1/4     	1/4     	4/4    	5    	1    	vi      	         	g        	VII     	     	vi      	vi     	    	       	       	            	       	         	m         	1                 	0                	3, 0, 4      	           	3   	3
47	47	1/2     	1/2     	4/4    	5    	1    	V(4)    	         	g        	VII     	     	V(4)    	V      	    	       	4      	            	       	         	M         	1                 	0                	1, 0, 2      	           	1   	1
47	47	3/4     	3/4     	4/4    	5    	1    	V       	         	g        	VII     	     	V       	V      	    	       	       	            	       	         	M         	1                 	0                	1, 5, 2      	           	1   	1
48	48	0       	0       	4/4    	5    	1    	I\\     	         	g        	VII     	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	0                	0, 4, 1      	           	0   	0
48	48	1/2     	1/2     	4/4    	5    	1    	v.VII   	         	g        	v       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
48	48	3/4     	3/4     	4/4    	5    	1    	v6      	         	g        	v       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1     	           	1   	-2
49	49	0       	0       	4/4    	5    	1    	VIM7    	         	g        	v       	     	VIM7    	VI     	M   	7      	       	            	       	         	MM7       	1                 	1                	-4, 0, -3, 1 	           	-4  	-4
49	49	1/4     	1/4     	4/4    	5    	1    	VI      	         	g        	v       	     	VI      	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
49	49	3/4     	3/4     	4/4    	5    	1    	iv6     	         	g        	v       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
50	50	0       	0       	4/4    	5    	1    	V       	         	g        	v       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
50	50	1/2     	1/2     	4/4    	5    	1    	i\\     	         	g        	v       	     	i       	i      	    	       	       	            	       	\\       	m         	1                 	1                	0, -3, 1     	           	0   	0
51	51	0       	0       	4/4    	5    	1    	i.VII   	         	g        	i       	     	VII     	VII    	    	       	       	            	       	         	M         	1                 	1                	-2, 2, -1    	           	-2  	-2
51	51	1/4     	1/4     	4/4    	5    	1    	v6      	         	g        	i       	     	v6      	v      	    	6      	       	            	       	         	m         	1                 	1                	-2, 2, 1     	           	1   	-2
51	51	1/2     	1/2     	4/4    	5    	1    	VIM7    	         	g        	i       	     	VIM7    	VI     	M   	7      	       	            	       	         	MM7       	1                 	1                	-4, 0, -3, 1 	           	-4  	-4
51	51	3/4     	3/4     	4/4    	5    	1    	VI      	         	g        	i       	     	VI      	VI     	    	       	       	            	       	         	M         	1                 	1                	-4, 0, -3    	           	-4  	-4
52	52	1/4     	1/4     	4/4    	5    	1    	iv6     	         	g        	i       	     	iv6     	iv     	    	6      	       	            	       	         	m         	1                 	1                	-4, 0, -1    	           	-1  	-4
52	52	1/2     	1/2     	4/4    	5    	1    	V       	         	g        	i       	     	V       	V      	    	       	       	            	       	         	M         	1                 	1                	1, 5, 2      	           	1   	1
53	53	0       	0       	4/4    	5    	1    	I\\     	         	g        	i       	     	I       	I      	    	       	       	            	       	\\       	M         	1                 	1                	0, 4, 1      	           	0   	0
