mc	mn	mc_onset	mn_onset	timesig	staff	voice	label  	alt_label	globalkey	localkey	pedal	chord  	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
44	44	3/2     	3/2     	4/4    	5    	1    	viio6  	         	F        	I       	     	viio6  	vii    	o   	6      	       	            	       	         	o         	0                 	0                	2, -1, 5   	           	5   	2
45	45	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
45	45	3/2     	3/2     	4/4    	5    	1    	I6     	         	F        	I       	     	I6     	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
46	46	0       	0       	4/4    	5    	1    	ii6    	         	F        	I       	     	ii6    	ii     	    	6      	       	            	       	         	m         	0                 	0                	-1, 3, 2   	           	2   	-1
46	46	1/2     	1/2     	4/4    	5    	1    	iii6   	         	F        	I       	     	iii6   	iii    	    	6      	       	            	       	         	m         	0                 	0                	1, 5, 4    	           	4   	1
46	46	1       	1       	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
46	46	3/2     	3/2     	4/4    	5    	1    	viio   	         	F        	I       	     	viio   	vii    	o   	       	       	            	       	         	o         	0                 	0                	5, 2, -1   	           	5   	5
47	47	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
48	48	0       	0       	4/4    	5    	1    	ii     	         	F        	I       	     	ii     	ii     	    	       	       	            	       	         	m         	0                 	0                	2, -1, 3   	           	2   	2
49	49	0       	0       	4/4    	5    	1    	I\\    	         	F        	I       	     	I      	I      	    	       	       	            	       	\\       	M         	0                 	0                	0, 4, 1    	           	0   	0
49	49	3/2     	3/2     	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
50	50	0       	0       	4/4    	5    	1    	viio(2)	         	F        	I       	     	viio(2)	vii    	o   	       	2      	            	       	         	o         	0                 	0                	0, 2, -1   	           	5   	0
50	50	1/2     	1/2     	4/4    	5    	1    	viio   	         	F        	I       	     	viio   	vii    	o   	       	       	            	       	         	o         	0                 	0                	5, 2, -1   	           	5   	5
50	50	1       	1       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
51	51	0       	0       	4/4    	5    	1    	V(4)   	         	F        	I       	     	V(4)   	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
51	51	1/2     	1/2     	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
51	51	1       	1       	4/4    	5    	1    	I6     	         	F        	I       	     	I6     	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
51	51	3/2     	3/2     	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
52	52	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
52	52	1/2     	1/2     	4/4    	5    	1    	I6     	         	F        	I       	     	I6     	I      	    	6      	       	            	       	         	M         	0                 	0                	4, 1, 0    	           	0   	4
52	52	1       	1       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
52	52	3/2     	3/2     	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
53	53	0       	0       	4/4    	5    	1    	iii6   	         	F        	I       	     	iii6   	iii    	    	6      	       	            	       	         	m         	0                 	0                	1, 5, 4    	           	4   	1
53	53	1/2     	1/2     	4/4    	5    	1    	iii    	         	F        	I       	     	iii    	iii    	    	       	       	            	       	         	m         	0                 	0                	4, 1, 5    	           	4   	4
53	53	1       	1       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
54	54	0       	0       	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
54	54	1       	1       	4/4    	5    	1    	vi7    	         	F        	I       	     	vi7    	vi     	    	7      	       	            	       	         	mm7       	0                 	0                	3, 0, 4, 1 	           	3   	3
54	54	3/2     	3/2     	4/4    	5    	1    	viio6/V	         	F        	I       	     	viio6/V	vii    	o   	6      	       	V           	       	         	o         	0                 	0                	3, 0, 6    	           	6   	3
55	55	0       	0       	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
55	55	1       	1       	4/4    	5    	1    	IV6(2) 	         	F        	I       	     	IV6(2) 	IV     	    	6      	2      	            	       	         	M         	0                 	0                	3, 0, 1    	           	-1  	3
55	55	3/2     	3/2     	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
56	56	0       	0       	4/4    	5    	1    	V(4)   	         	F        	I       	     	V(4)   	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
56	56	1/2     	1/2     	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
56	56	1       	1       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
57	57	0       	0       	4/4    	5    	1    	V(4)   	         	F        	I       	     	V(4)   	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
57	57	1/2     	1/2     	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
57	57	1       	1       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
57	57	3/2     	3/2     	4/4    	5    	1    	vi6    	         	F        	I       	     	vi6    	vi     	    	6      	       	            	       	         	m         	0                 	0                	0, 4, 3    	           	3   	0
58	58	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
58	58	3/2     	3/2     	4/4    	5    	1    	ii     	         	F        	I       	     	ii     	ii     	    	       	       	            	       	         	m         	0                 	0                	2, -1, 3   	           	2   	2
59	59	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
59	59	1       	1       	4/4    	5    	1    	vi     	         	F        	I       	     	vi     	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
59	59	3/2     	3/2     	4/4    	5    	1    	V6     	         	F        	I       	     	V6     	V      	    	6      	       	            	       	         	M         	0                 	0                	5, 2, 1    	           	1   	5
60	60	0       	0       	4/4    	5    	1    	vi7    	         	F        	I       	     	vi7    	vi     	    	7      	       	            	       	         	mm7       	0                 	0                	3, 0, 4, 1 	           	3   	3
60	60	1/4     	1/4     	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
60	60	1/2     	1/2     	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
60	60	3/4     	3/4     	4/4    	5    	1    	iii6   	         	F        	I       	     	iii6   	iii    	    	6      	       	            	       	         	m         	0                 	0                	1, 5, 4    	           	4   	1
60	60	1       	1       	4/4    	5    	1    	IV     	         	F        	I       	     	IV     	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
60	60	3/2     	3/2     	4/4    	5    	1    	vi     	         	F        	I       	     	vi     	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
60	60	7/4     	7/4     	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
61	61	0       	0       	4/4    	5    	1    	V(4)   	         	F        	I       	     	V(4)   	V      	    	       	4      	            	       	         	M         	0                 	0                	1, 0, 2    	           	1   	1
61	61	1/2     	1/2     	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
61	61	1       	1       	4/4    	5    	1    	I\\    	         	F        	I       	     	I      	I      	    	       	       	            	       	\\       	M         	0                 	0                	0, 4, 1    	           	0   	0
62	62	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
63	63	0       	0       	4/4    	5    	1    	IV6    	         	F        	I       	     	IV6    	IV     	    	6      	       	            	       	         	M         	0                 	0                	3, 0, -1   	           	-1  	3
63	63	1       	1       	4/4    	5    	1    	V      	         	F        	I       	     	V      	V      	    	       	       	            	       	         	M         	0                 	0                	1, 5, 2    	           	1   	1
64	64	0       	0       	4/4    	5    	1    	IV     	         	F        	I       	     	IV     	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
65	65	1       	1       	4/4    	5    	1    	iii    	         	F        	I       	     	iii    	iii    	    	       	       	            	       	         	m         	0                 	0                	4, 1, 5    	           	4   	4
65	65	3/2     	3/2     	4/4    	5    	1    	viio6  	         	F        	I       	     	viio6  	vii    	o   	6      	       	            	       	         	o         	0                 	0                	2, -1, 5   	           	5   	2
66	66	0       	0       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
67	67	0       	0       	4/4    	5    	1    	ii     	         	F        	I       	     	ii     	ii     	    	       	       	            	       	         	m         	0                 	0                	2, -1, 3   	           	2   	2
67	67	1/2     	1/2     	4/4    	5    	1    	viio6  	         	F        	I       	     	viio6  	vii    	o   	6      	       	            	       	         	o         	0                 	0                	2, -1, 5   	           	5   	2
67	67	1       	1       	4/4    	5    	1    	I      	         	F        	I       	     	I      	I      	    	       	       	            	       	         	M         	0                 	0                	0, 4, 1    	           	0   	0
68	68	0       	0       	4/4    	5    	1    	IV     	         	F        	I       	     	IV     	IV     	    	       	       	            	       	         	M         	0                 	0                	-1, 3, 0   	           	-1  	-1
68	68	1       	1       	4/4    	5    	1    	vi     	         	F        	I       	     	vi     	vi     	    	       	       	            	       	         	m         	0                 	0                	3, 0, 4    	           	3   	3
69	69	0       	0       	4/4    	5    	1    	V6     	         	F        	I       	     	V6     	V      	    	6      	       	            	       	         	M         	0                 	0                	5, 2, 1    	           	1   	5
69	69	1/2     	1/2     	4/4    	5    	1    	vii%7  	         	F        	I       	     	vii%7  	vii    	%   	7      	       	            	       	         	%7        	0                 	0                	5, 2, -1, 3	           	5   	5
