	index	piece	corpus	year	chord_num	max_val	min_val	pieces_avg	corpus_year	corpus_avg	corpus_id	piece_id
0	96	2-12	monteverdi_madrigals	1590.0	225	6	-2	0.008888888888888889	1608.3703703703704	1.6879581440538256	1	1
1	127	3-09	monteverdi_madrigals	1592.0	190	6	0	0.09473684210526316	1608.3703703703704	1.6879581440538256	1	2
2	128	3-11	monteverdi_madrigals	1592.0	190	6	0	0.09473684210526316	1608.3703703703704	1.6879581440538256	1	3
3	129	4-19	monteverdi_madrigals	1603.0	185	11	0	1.9243243243243244	1608.3703703703704	1.6879581440538256	1	4
4	130	4-20	monteverdi_madrigals	1603.0	185	11	0	1.9243243243243244	1608.3703703703704	1.6879581440538256	1	5
5	131	5-01	monteverdi_madrigals	1605.0	176	7	-5	-0.19886363636363635	1608.3703703703704	1.6879581440538256	1	6
6	132	5-03	monteverdi_madrigals	1605.0	152	5	-5	0.8355263157894737	1608.3703703703704	1.6879581440538256	1	7
7	133	5-04a	monteverdi_madrigals	1605.0	128	14	0	2.6015625	1608.3703703703704	1.6879581440538256	1	8
8	134	5-04c	monteverdi_madrigals	1605.0	105	9	-7	1.638095238095238	1608.3703703703704	1.6879581440538256	1	9
9	135	5-04d	monteverdi_madrigals	1605.0	125	9	-17	2.008	1608.3703703703704	1.6879581440538256	1	10
10	136	5-04e	monteverdi_madrigals	1605.0	219	9	0	1.82648401826484	1608.3703703703704	1.6879581440538256	1	11
11	137	5-05b	monteverdi_madrigals	1605.0	98	9	0	1.6734693877551021	1608.3703703703704	1.6879581440538256	1	12
12	138	5-05c	monteverdi_madrigals	1605.0	151	17	0	4.7218543046357615	1608.3703703703704	1.6879581440538256	1	13
13	139	5-06	monteverdi_madrigals	1605.0	105	9	-7	1.638095238095238	1608.3703703703704	1.6879581440538256	1	14
14	140	5-07	monteverdi_madrigals	1605.0	125	9	-17	2.008	1608.3703703703704	1.6879581440538256	1	15
15	141	5-08	monteverdi_madrigals	1605.0	219	9	0	1.82648401826484	1608.3703703703704	1.6879581440538256	1	16
16	142	5-09	monteverdi_madrigals	1605.0	167	9	-23	1.6287425149700598	1608.3703703703704	1.6879581440538256	1	17
17	143	5-10	monteverdi_madrigals	1605.0	98	9	0	1.6734693877551021	1608.3703703703704	1.6879581440538256	1	18
18	144	5-11	monteverdi_madrigals	1605.0	151	17	0	4.7218543046357615	1608.3703703703704	1.6879581440538256	1	19
19	145	5-14	monteverdi_madrigals	1605.0	167	9	-17	2.215568862275449	1608.3703703703704	1.6879581440538256	1	20
20	146	5-15	monteverdi_madrigals	1605.0	167	9	-23	1.6287425149700598	1608.3703703703704	1.6879581440538256	1	21
21	147	5-17	monteverdi_madrigals	1605.0	104	9	-6	2.394230769230769	1608.3703703703704	1.6879581440538256	1	22
22	148	6-01a	monteverdi_madrigals	1614.0	83	12	-13	2.1325301204819276	1608.3703703703704	1.6879581440538256	1	23
23	353	laudate_pueri_dominum	monteverdi_madrigals	1620.0	386	9	-7	1.4663212435233162	1608.3703703703704	1.6879581440538256	1	24
24	149	8-18	monteverdi_madrigals	1638.0	295	8	-4	1.352542372881356	1608.3703703703704	1.6879581440538256	1	25
25	150	8-19	monteverdi_madrigals	1638.0	281	14	-7	0.8505338078291815	1608.3703703703704	1.6879581440538256	1	26
26	151	9-12	monteverdi_madrigals	1651.0	52	8	0	0.8846153846153846	1608.3703703703704	1.6879581440538256	1	27
27	267	SwWV258_fantasia_cromatica	sweelinck_keyboard	1621.0	501	14	-5	2.2634730538922154	1621.0	2.2634730538922154	2	28
28	36	12.01_Toccata_avanti_la_Messa_della_Domenica	frescobaldi_fiori_musicali	1635.0	57	9	-6	1.5263157894736843	1635.0	1.2900816720077177	3	29
29	37	12.02_Kyrie_della_domenica	frescobaldi_fiori_musicali	1635.0	60	5	0	0.6666666666666666	1635.0	1.2900816720077177	3	30
30	38	12.03_Kyrie,_Tema_A	frescobaldi_fiori_musicali	1635.0	66	9	0	1.5151515151515151	1635.0	1.2900816720077177	3	31
31	39	12.04_Christe,_Tema_B	frescobaldi_fiori_musicali	1635.0	47	5	-1	1.0	1635.0	1.2900816720077177	3	32
32	40	12.06_Christe,_Tema_B,_alio_modo_II	frescobaldi_fiori_musicali	1635.0	46	5	0	0.717391304347826	1635.0	1.2900816720077177	3	33
33	41	12.07_Christe,_Tema_B,_alio_modo_III	frescobaldi_fiori_musicali	1635.0	35	4	0	0.8	1635.0	1.2900816720077177	3	34
34	42	12.08_Kyrie,_Tema_C	frescobaldi_fiori_musicali	1635.0	54	4	0	0.5925925925925926	1635.0	1.2900816720077177	3	35
35	43	12.09_Kyrie,_Tema_D,_alio_modo_I	frescobaldi_fiori_musicali	1635.0	63	9	0	0.7301587301587301	1635.0	1.2900816720077177	3	36
36	44	12.10_Kyrie,_Tema_D,_alio_modo_II	frescobaldi_fiori_musicali	1635.0	52	9	0	1.3846153846153846	1635.0	1.2900816720077177	3	37
37	45	12.11_Kyrie_ultimo	frescobaldi_fiori_musicali	1635.0	65	9	0	1.676923076923077	1635.0	1.2900816720077177	3	38
38	46	12.12_Kyrie,_Tema_D,_alio_modo_III	frescobaldi_fiori_musicali	1635.0	84	9	0	1.9523809523809523	1635.0	1.2900816720077177	3	39
39	47	12.13_Kyrie,_Tema_D,_alio_modo_IV	frescobaldi_fiori_musicali	1635.0	48	5	0	1.5625	1635.0	1.2900816720077177	3	40
40	48	12.14_Canzon_dopo_l’Epistola	frescobaldi_fiori_musicali	1635.0	211	9	0	2.118483412322275	1635.0	1.2900816720077177	3	41
41	49	12.15_Recercar_dopo_il_Credo	frescobaldi_fiori_musicali	1635.0	162	9	0	1.5802469135802468	1635.0	1.2900816720077177	3	42
42	50	12.16_Toccata_cromaticha_per_l’elevatione	frescobaldi_fiori_musicali	1635.0	199	9	-6	1.3467336683417086	1635.0	1.2900816720077177	3	43
43	51	12.17_Canzon_post_il_Comune	frescobaldi_fiori_musicali	1635.0	213	8	-2	0.6572769953051644	1635.0	1.2900816720077177	3	44
44	52	12.18_Toccata_avanti_la_Messa_delli_Apostoli	frescobaldi_fiori_musicali	1635.0	74	5	-5	1.3513513513513513	1635.0	1.2900816720077177	3	45
45	53	12.19_Kyrie,_Tema_E_1	frescobaldi_fiori_musicali	1635.0	46	9	-11	2.0652173913043477	1635.0	1.2900816720077177	3	46
46	54	12.21_Kyrie,_Tema_E_3	frescobaldi_fiori_musicali	1635.0	45	9	0	1.4222222222222223	1635.0	1.2900816720077177	3	47
47	55	12.22_Christe,_Tema_F_1	frescobaldi_fiori_musicali	1635.0	43	5	0	0.4186046511627907	1635.0	1.2900816720077177	3	48
48	56	12.24_Kyrie,_Tema_G_1	frescobaldi_fiori_musicali	1635.0	51	9	0	0.9215686274509803	1635.0	1.2900816720077177	3	49
49	57	12.25_Kyrie,_Tema_G_2	frescobaldi_fiori_musicali	1635.0	65	9	0	0.9076923076923077	1635.0	1.2900816720077177	3	50
50	58	12.26_Kyrie,_Tema_H	frescobaldi_fiori_musicali	1635.0	63	7	0	1.5396825396825398	1635.0	1.2900816720077177	3	51
51	59	12.28_Toccata_avanti_il_Recercar	frescobaldi_fiori_musicali	1635.0	60	9	-7	2.183333333333333	1635.0	1.2900816720077177	3	52
52	60	12.34_Toccata_avanti_la_Messa_della_Madonna	frescobaldi_fiori_musicali	1635.0	38	9	0	1.9473684210526316	1635.0	1.2900816720077177	3	53
53	61	12.35_Kyrie,_Tema_I	frescobaldi_fiori_musicali	1635.0	42	5	0	1.3333333333333333	1635.0	1.2900816720077177	3	54
54	62	12.36_Kyrie,_Tema_K	frescobaldi_fiori_musicali	1635.0	46	5	0	0.782608695652174	1635.0	1.2900816720077177	3	55
55	63	12.37_Christe,_Tema_L	frescobaldi_fiori_musicali	1635.0	61	9	0	1.2295081967213115	1635.0	1.2900816720077177	3	56
56	64	12.38_Christe,_Tema_M	frescobaldi_fiori_musicali	1635.0	40	5	0	0.875	1635.0	1.2900816720077177	3	57
57	65	12.39_Kyrie,_Tema_N	frescobaldi_fiori_musicali	1635.0	34	9	0	0.9411764705882353	1635.0	1.2900816720077177	3	58
58	66	12.40_Kyrie,_Tema_O	frescobaldi_fiori_musicali	1635.0	53	9	0	1.1886792452830188	1635.0	1.2900816720077177	3	59
59	67	12.41_Canzon_dopo_l'Epistola	frescobaldi_fiori_musicali	1635.0	126	9	0	2.0238095238095237	1635.0	1.2900816720077177	3	60
60	68	12.42_Recercar_dopo_il_Credo	frescobaldi_fiori_musicali	1635.0	156	14	0	1.641025641025641	1635.0	1.2900816720077177	3	61
61	69	12.43_Toccata_avanti_il_Recercar	frescobaldi_fiori_musicali	1635.0	38	5	-5	1.263157894736842	1635.0	1.2900816720077177	3	62
62	464	op08n01swv282_Eile_mich,_Gott,_zu_erretten	kleine_geistliche_konzerte	1636.0	84	9	0	1.9404761904761905	1637.7454545454545	1.094979769149121	4	63
63	466	op08n02swv283_Bringt_her_dem_Herren	kleine_geistliche_konzerte	1636.0	176	8	-2	0.8011363636363636	1637.7454545454545	1.094979769149121	4	64
64	468	op08n03swv284_Ich_danke_dem_Herrn_von_ganzem_Herzen	kleine_geistliche_konzerte	1636.0	237	14	-28	0.9451476793248945	1637.7454545454545	1.094979769149121	4	65
65	469	op08n04swv285_O_süsser,_o_freundlicher	kleine_geistliche_konzerte	1636.0	193	14	-28	0.19170984455958548	1637.7454545454545	1.094979769149121	4	66
66	470	op08n05swv286_Der_Herr_ist_gross	kleine_geistliche_konzerte	1636.0	139	7	-2	0.7410071942446043	1637.7454545454545	1.094979769149121	4	67
67	472	op08n06swv287_O_lieber_Herre_Gott	kleine_geistliche_konzerte	1636.0	199	14	-28	0.4472361809045226	1637.7454545454545	1.094979769149121	4	68
68	474	op08n07swv288_Ihr_Heiligen,_lobsinget_dem_Herren	kleine_geistliche_konzerte	1636.0	145	7	-5	0.43448275862068964	1637.7454545454545	1.094979769149121	4	69
69	476	op08n08swv289_Erhöre_mich,_wenn_ich_rufe	kleine_geistliche_konzerte	1636.0	128	9	-5	0.765625	1637.7454545454545	1.094979769149121	4	70
70	478	op08n09swv290_Wohl_dem,_der_nicht_wandelt_im_Rat_der_Gottlosen	kleine_geistliche_konzerte	1636.0	242	14	-7	1.5454545454545454	1637.7454545454545	1.094979769149121	4	71
71	479	op08n10swv291_Schaffe_in_mir,_Gott,_ein_reines_Herz	kleine_geistliche_konzerte	1636.0	104	7	-5	0.08653846153846154	1637.7454545454545	1.094979769149121	4	72
72	481	op08n11swv292_Der_Herr_schauet_vom_Himmel_auf_der_Menschen_Kinder	kleine_geistliche_konzerte	1636.0	135	7	-5	0.23703703703703705	1637.7454545454545	1.094979769149121	4	73
73	482	op08n12swv293_Lobet_den_Herren,_der_zu_Zion_wohnet	kleine_geistliche_konzerte	1636.0	137	7	-5	0.15328467153284672	1637.7454545454545	1.094979769149121	4	74
74	483	op08n13swv294_Eins_bitte_ich_vom_Herren	kleine_geistliche_konzerte	1636.0	165	8	-2	0.43636363636363634	1637.7454545454545	1.094979769149121	4	75
75	484	op08n14swv295_O_hilf,_Christe_Gottes_Sohn	kleine_geistliche_konzerte	1636.0	121	5	-7	1.1487603305785123	1637.7454545454545	1.094979769149121	4	76
76	485	op08n15swv296_Fürchte_dich_nicht	kleine_geistliche_konzerte	1636.0	167	9	0	1.6467065868263473	1637.7454545454545	1.094979769149121	4	77
77	486	op08n16swv297_O_Herr_hilf	kleine_geistliche_konzerte	1636.0	170	9	-7	1.2294117647058824	1637.7454545454545	1.094979769149121	4	78
78	487	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	kleine_geistliche_konzerte	1636.0	73	5	-5	0.410958904109589	1637.7454545454545	1.094979769149121	4	79
79	488	op08n19swv300_Himmel_und_Erde_vergehen	kleine_geistliche_konzerte	1636.0	91	9	0	0.6593406593406593	1637.7454545454545	1.094979769149121	4	80
80	489	op08n20swv301_Nun_komm_der_Heiden_Heiland	kleine_geistliche_konzerte	1636.0	165	9	-7	1.0666666666666667	1637.7454545454545	1.094979769149121	4	81
81	490	op08n21swv302_Ein_Kind_ist_uns_geboren	kleine_geistliche_konzerte	1636.0	276	8	-7	0.6920289855072463	1637.7454545454545	1.094979769149121	4	82
82	491	op08n22swv303_Wir_glauben_all_an_einen_Gott	kleine_geistliche_konzerte	1636.0	281	9	0	1.8220640569395017	1637.7454545454545	1.094979769149121	4	83
83	492	op08n23swv304_Siehe,_mein_Fürsprecher_im_Himmel	kleine_geistliche_konzerte	1636.0	172	15	-5	0.6395348837209303	1637.7454545454545	1.094979769149121	4	84
84	493	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	kleine_geistliche_konzerte	1636.0	573	5	0	1.155322862129145	1637.7454545454545	1.094979769149121	4	85
85	494	op09n01swv306_Ich_will_den_Herren_loben_allezeit	kleine_geistliche_konzerte	1639.0	218	15	-4	1.0825688073394495	1637.7454545454545	1.094979769149121	4	86
86	495	op09n02swv307_Was_hast_du_verwirket	kleine_geistliche_konzerte	1639.0	184	9	-5	2.0706521739130435	1637.7454545454545	1.094979769149121	4	87
87	496	op09n03swv308_O_Jesu,_nomen_dulce	kleine_geistliche_konzerte	1639.0	149	9	0	1.3557046979865772	1637.7454545454545	1.094979769149121	4	88
88	497	op09n04swv309_O_misericordissime_Jesu	kleine_geistliche_konzerte	1639.0	181	14	-7	1.977900552486188	1637.7454545454545	1.094979769149121	4	89
89	498	op09n05swv310_Ich_liege_und_schlafe	kleine_geistliche_konzerte	1639.0	179	5	-5	0.776536312849162	1637.7454545454545	1.094979769149121	4	90
90	499	op09n06swv311_Habe_deine_Lust_an_dem_Herren	kleine_geistliche_konzerte	1639.0	351	5	-5	0.8547008547008547	1637.7454545454545	1.094979769149121	4	91
91	500	op09n07swv312_Herr,_ich_hoffe_darauf	kleine_geistliche_konzerte	1639.0	167	9	0	1.5568862275449102	1637.7454545454545	1.094979769149121	4	92
92	501	op09n08swv313_Bone_Jesu,_verbum_Patris	kleine_geistliche_konzerte	1639.0	268	9	0	1.0261194029850746	1637.7454545454545	1.094979769149121	4	93
93	502	op09n09swv314_Verbum_caro_factum	kleine_geistliche_konzerte	1639.0	260	9	0	1.5384615384615385	1637.7454545454545	1.094979769149121	4	94
94	503	op09n10swv315_Hodie_Christus_natus_est	kleine_geistliche_konzerte	1639.0	241	9	0	1.896265560165975	1637.7454545454545	1.094979769149121	4	95
95	504	op09n11swv316_Wann_unsre_Augen_schlafen_ein	kleine_geistliche_konzerte	1639.0	170	11	0	1.6235294117647059	1637.7454545454545	1.094979769149121	4	96
96	505	op09n12swv317_Meister,_wir_haben_die_ganze_Nacht_gearbeitet	kleine_geistliche_konzerte	1639.0	86	9	-3	1.686046511627907	1637.7454545454545	1.094979769149121	4	97
97	506	op09n13swv318_Die_Furcht_des_Herren	kleine_geistliche_konzerte	1639.0	118	9	0	1.194915254237288	1637.7454545454545	1.094979769149121	4	98
98	507	op09n14swv319_Ich_beuge_meine_Knie_gegen_dem_Vater	kleine_geistliche_konzerte	1639.0	215	23	-5	1.069767441860465	1637.7454545454545	1.094979769149121	4	99
99	508	op09n15swv320_Ich_bin_jung_gewesen_und_bin_alt_worden	kleine_geistliche_konzerte	1639.0	150	8	-2	0.8866666666666667	1637.7454545454545	1.094979769149121	4	100
100	509	op09n16swv321_Herr,_wenn_ich_nur_dich	kleine_geistliche_konzerte	1639.0	187	5	-5	0.5668449197860963	1637.7454545454545	1.094979769149121	4	101
101	510	op09n17swv322_Rorate,_rorate_coeli	kleine_geistliche_konzerte	1639.0	190	9	0	1.7736842105263158	1637.7454545454545	1.094979769149121	4	102
102	511	op09n18swv323_Joseph,_du_Sohn_David	kleine_geistliche_konzerte	1639.0	170	9	0	1.1941176470588235	1637.7454545454545	1.094979769149121	4	103
103	512	op09n19swv324_Ich_bin_die_Auferstehung	kleine_geistliche_konzerte	1639.0	234	9	-3	1.4615384615384615	1637.7454545454545	1.094979769149121	4	104
104	513	op09n20swv325_Die_Seele_Christi_heilige_mich	kleine_geistliche_konzerte	1639.0	217	14	0	1.8986175115207373	1637.7454545454545	1.094979769149121	4	105
105	514	op09n21swv326_Ich_ruf_zu_dir,_Herr_Jesu_Christ	kleine_geistliche_konzerte	1639.0	180	9	-7	0.9611111111111111	1637.7454545454545	1.094979769149121	4	106
106	515	op09n22swv327_Allein_Gott_in_der_Höh	kleine_geistliche_konzerte	1639.0	352	7	-2	0.48011363636363635	1637.7454545454545	1.094979769149121	4	107
107	516	op09n23swv328_Veni,_Sancte_Spiritus	kleine_geistliche_konzerte	1639.0	259	8	-5	0.9691119691119691	1637.7454545454545	1.094979769149121	4	108
108	517	op09n24swv329_Ist_Gott_für_uns	kleine_geistliche_konzerte	1639.0	192	14	0	1.5416666666666667	1637.7454545454545	1.094979769149121	4	109
109	518	op09n25swv330_Wer_will_uns_scheiden_von_der_Liebe_Gottes	kleine_geistliche_konzerte	1639.0	178	9	-7	1.7808988764044944	1637.7454545454545	1.094979769149121	4	110
110	519	op09n26swv331_Die_Stimm_des_Herren_gehet_auf_den_Wassern	kleine_geistliche_konzerte	1639.0	237	9	-7	1.860759493670886	1637.7454545454545	1.094979769149121	4	111
111	520	op09n27swv332_Jubilate_Deo_omnis_terra	kleine_geistliche_konzerte	1639.0	351	8	-9	0.6410256410256411	1637.7454545454545	1.094979769149121	4	112
112	521	op09n28swv333_Sei_gegrüßet,_Maria	kleine_geistliche_konzerte	1639.0	376	13	-5	0.23670212765957446	1637.7454545454545	1.094979769149121	4	113
113	522	op09n29swv334_Ave_Maria,_qualis_est	kleine_geistliche_konzerte	1639.0	376	13	-5	0.22606382978723405	1637.7454545454545	1.094979769149121	4	114
114	523	op09n30swv335_Was_betrübst_du_dich,_meine_Seele	kleine_geistliche_konzerte	1639.0	194	9	-7	1.5103092783505154	1637.7454545454545	1.094979769149121	4	115
115	524	op09n31swv336_Quemadmodum_desiderat_cervus	kleine_geistliche_konzerte	1639.0	478	17	-6	2.1297071129707112	1637.7454545454545	1.094979769149121	4	116
116	525	op09n32swv337_Aufer_immensam	kleine_geistliche_konzerte	1639.0	428	9	-13	1.1985981308411215	1637.7454545454545	1.094979769149121	4	117
117	409	op01n02b	corelli	1681.0	121	9	0	1.5702479338842976	1687.9615384615386	1.0662595134201536	5	118
118	410	op01n03a	corelli	1681.0	66	8	0	0.5454545454545454	1687.9615384615386	1.0662595134201536	5	119
119	411	op01n03b	corelli	1681.0	223	8	-2	0.6053811659192825	1687.9615384615386	1.0662595134201536	5	120
120	412	op01n04a	corelli	1681.0	52	9	-6	1.1538461538461537	1687.9615384615386	1.0662595134201536	5	121
121	413	op01n04b	corelli	1681.0	26	5	0	1.5	1687.9615384615386	1.0662595134201536	5	122
122	414	op01n04c	corelli	1681.0	117	9	-3	1.7008547008547008	1687.9615384615386	1.0662595134201536	5	123
123	415	op01n04d	corelli	1681.0	115	9	-5	1.5565217391304347	1687.9615384615386	1.0662595134201536	5	124
124	416	op01n05a	corelli	1681.0	90	9	-2	2.0555555555555554	1687.9615384615386	1.0662595134201536	5	125
125	417	op01n05b	corelli	1681.0	149	8	-2	0.6040268456375839	1687.9615384615386	1.0662595134201536	5	126
126	418	op01n05c	corelli	1681.0	59	8	-2	1.423728813559322	1687.9615384615386	1.0662595134201536	5	127
127	419	op01n05d	corelli	1681.0	117	8	0	1.358974358974359	1687.9615384615386	1.0662595134201536	5	128
128	420	op01n06a	corelli	1681.0	44	9	0	1.5454545454545454	1687.9615384615386	1.0662595134201536	5	129
129	421	op01n08a	corelli	1681.0	56	9	-5	2.25	1687.9615384615386	1.0662595134201536	5	130
130	422	op01n08c	corelli	1681.0	119	9	-6	0.8739495798319328	1687.9615384615386	1.0662595134201536	5	131
131	423	op01n10a	corelli	1681.0	45	5	-5	0.8222222222222222	1687.9615384615386	1.0662595134201536	5	132
132	424	op01n10b	corelli	1681.0	70	9	0	1.5714285714285714	1687.9615384615386	1.0662595134201536	5	133
133	425	op01n12b	corelli	1681.0	101	8	-2	0.900990099009901	1687.9615384615386	1.0662595134201536	5	134
134	426	op01n12d	corelli	1681.0	225	8	-4	0.3466666666666667	1687.9615384615386	1.0662595134201536	5	135
135	427	op03n02a	corelli	1689.0	68	8	-2	0.7205882352941176	1687.9615384615386	1.0662595134201536	5	136
136	428	op03n02b	corelli	1689.0	118	8	-7	0.6610169491525424	1687.9615384615386	1.0662595134201536	5	137
137	429	op03n02c	corelli	1689.0	91	9	-24	0.6593406593406593	1687.9615384615386	1.0662595134201536	5	138
138	430	op03n02d	corelli	1689.0	121	8	-3	0.8181818181818182	1687.9615384615386	1.0662595134201536	5	139
