mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
152	152	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1754
152	152	3/4	3/4	4/4	2	1	1/8	1/8	1		9	63		1755
152	152	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1756
153	153	0	0	4/4	1	1	1/8	1/8	1		5	71		1757
153	153	1/8	1/8	4/4	1	1	1/8	1/8	1		9	75		1758
153	153	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1759
153	153	3/8	3/8	4/4	1	1	1/8	1/8	1		5	83		1760
153	153	1/2	1/2	4/4	1	1	1/8	1/8	1		9	75		1761
153	153	5/8	5/8	4/4	1	1	1/8	1/8	1		6	78		1762
153	153	3/4	3/4	4/4	1	1	1/8	1/8	1		5	83		1763
153	153	7/8	7/8	4/4	1	1	1/8	1/8	1		9	87		1764
154	154	0	0	4/4	2	1	1/8	1/8	1		6	30		1766
154	154	0	0	4/4	2	1	1/8	1/8	1		7	37		1766
154	154	0	0	4/4	2	1	1/8	1/8	1		6	42		1766
154	154	0	0	4/4	1	1	1/8	1/8	1		6	78		1765
154	154	0	0	4/4	1	1	1/8	1/8	1		7	85		1765
154	154	0	0	4/4	1	1	1/8	1/8	1		6	90		1765
155	155	0	0	4/4	2	1	1/8	1/8	1		6	42		1768
155	155	0	0	4/4	2	1	1/8	1/8	1		7	49		1768
155	155	0	0	4/4	2	1	1/8	1/8	1		3	57		1768
155	155	0	0	4/4	1	1	1/8	1/8	1		6	66		1767
155	155	0	0	4/4	1	1	1/8	1/8	1		7	73		1767
155	155	0	0	4/4	1	1	1/8	1/8	1		6	78		1767
156	156	0	0	4/4	2	1	1/8	1/8	1		6	30		1770
156	156	0	0	4/4	2	1	1/8	1/8	1		6	42		1770
156	156	0	0	4/4	1	1	1/8	1/8	1		6	78		1769
156	156	0	0	4/4	1	1	1/8	1/8	1		6	90		1769
