mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
41	41	0	0	9/8	1	1	1/8		1/8	1		7	85		650
41	41	0	0	9/8	1	1	1/8		1/8	1		4	88		650
41	41	1/16	1/16	9/8	2	1	1/16		1/16	1		7	61		659
41	41	1/8	1/8	9/8	2	1	1/16		1/16	1		4	64		660
41	41	1/8	1/8	9/8	1	1	1/8		1/8	1		5	83		651
41	41	1/8	1/8	9/8	1	1	1/8		1/8	1		9	87		651
41	41	3/16	3/16	9/8	2	1	1/16		1/16	1		6	66		661
41	41	1/4	1/4	9/8	2	1	1/16		1/16	1		3	69		662
41	41	1/4	1/4	9/8	1	1	1/8		1/8	1		3	81		652
41	41	1/4	1/4	9/8	1	1	1/8		1/8	1		7	85		652
41	41	5/16	5/16	9/8	2	1	1/16		1/16	1		7	73		663
41	41	3/8	3/8	9/8	2	1	1/16		1/16	1		4	76		664
41	41	3/8	3/8	9/8	1	1	3/16		1/8	3/2		8	80		653
41	41	3/8	3/8	9/8	1	1	3/16		1/8	3/2		5	83		653
41	41	7/16	7/16	9/8	2	1	1/16		1/16	1		6	78		665
41	41	1/2	1/2	9/8	2	1	1/16		1/16	1		4	76		666
41	41	9/16	9/16	9/8	2	1	1/16		1/16	1		7	73		667
41	41	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	6	78		654
41	41	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	3	81		654
41	41	5/8	5/8	9/8	2	1	1/16		1/16	1		3	69		668
41	41	11/16	11/16	9/8	2	1	1/16		1/16	1		6	66		669
41	41	3/4	3/4	9/8	2	2	3/8		1/4	3/2	-1	6	54		677
41	41	3/4	3/4	9/8	2	1	1/16		1/16	1		4	64		670
41	41	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	6	78		655
41	41	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	3	81		655
41	41	13/16	13/16	9/8	2	1	1/16		1/16	1		6	66		671
41	41	7/8	7/8	9/8	2	1	1/16		1/16	1		4	64		672
41	41	7/8	7/8	9/8	1	1	1/8		1/8	1		4	76		656
41	41	7/8	7/8	9/8	1	1	1/8		1/8	1		8	80		656
41	41	15/16	15/16	9/8	2	1	1/16		1/16	1		7	61		673
41	41	1	1	9/8	2	1	1/16		1/16	1		3	57		674
41	41	1	1	9/8	1	1	1/8		1/8	1		9	75		657
41	41	1	1	9/8	1	1	1/8		1/8	1		6	78		657
41	41	17/16	17/16	9/8	2	1	1/16		1/16	1		6	54		675
42	42	0	0	9/8	2	1	1/16		1/16	1		6	42		688
42	42	0	0	9/8	1	1	1/8		1/8	1		7	73		678
42	42	0	0	9/8	1	1	1/8		1/8	1		4	76		678
42	42	1/16	1/16	9/8	2	1	1/16		1/16	1		7	49		689
42	42	1/8	1/8	9/8	2	1	1/16		1/16	1		4	52		690
42	42	1/8	1/8	9/8	1	1	1/8		1/8	1		5	71		679
42	42	1/8	1/8	9/8	1	1	1/8		1/8	1		9	75		679
42	42	3/16	3/16	9/8	2	1	1/16		1/16	1		6	54		691
42	42	1/4	1/4	9/8	2	1	1/16		1/16	1		3	57		692
42	42	1/4	1/4	9/8	1	1	1/8		1/8	1		3	69		680
42	42	1/4	1/4	9/8	1	1	1/8		1/8	1		7	73		680
42	42	5/16	5/16	9/8	2	1	1/16		1/16	1		7	61		693
42	42	3/8	3/8	9/8	2	1	1/16		1/16	1		4	64		694
42	42	3/8	3/8	9/8	1	1	1/8		1/8	1		8	68		681
42	42	3/8	3/8	9/8	1	1	1/8		1/8	1		5	71		681
42	42	7/16	7/16	9/8	2	1	1/16		1/16	1		7	61		695
42	42	1/2	1/2	9/8	2	1	1/16		1/16	1		3	57		696
42	42	1/2	1/2	9/8	1	1	1/8		1/8	1		6	66		682
42	42	1/2	1/2	9/8	1	1	1/8		1/8	1		3	69		682
42	42	9/16	9/16	9/8	2	1	1/16		1/16	1		6	54		697
42	42	5/8	5/8	9/8	2	1	1/16		1/16	1		4	52		698
42	42	5/8	5/8	9/8	1	1	1/8		1/8	1	1	4	64		683
42	42	5/8	5/8	9/8	1	1	1/8		1/8	1	1	8	68		683
42	42	11/16	11/16	9/8	2	1	1/16		1/16	1		7	49		699
42	42	3/4	3/4	9/8	2	1	1/16		1/16	1		6	42		700
42	42	3/4	3/4	9/8	1	2	3/8		1/4	3/2		3	57		687
42	42	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	4	64		684
42	42	3/4	3/4	9/8	1	1	1/8		1/8	1	-1	8	68		684
42	42	13/16	13/16	9/8	2	1	1/16		1/16	1		7	49		701
42	42	7/8	7/8	9/8	2	1	1/16		1/16	1		6	42		702
42	42	7/8	7/8	9/8	1	1	1/8		1/8	1		9	63		685
42	42	7/8	7/8	9/8	1	1	1/8		1/8	1		6	66		685
42	42	15/16	15/16	9/8	2	1	1/16		1/16	1		7	49		703
42	42	1	1	9/8	2	1	1/16		1/16	1		6	42		704
42	42	1	1	9/8	1	1	1/8		1/8	1		7	61		686
42	42	1	1	9/8	1	1	1/8		1/8	1		4	64		686
42	42	17/16	17/16	9/8	2	1	1/16		1/16	1		7	49		705
43	43	0	0	9/8	2	1	1/16		1/16	1		-4	44		714
43	43	0	0	9/8	1	2	1/4		1/4	1		-6	54		709
43	43	0	0	9/8	1	1	3/4		1/2	3/2		-5	61		706
43	43	0	0	9/8	1	1	3/4		1/2	3/2		-3	63		706
43	43	1/16	1/16	9/8	2	1	1/16		1/16	1		-3	51		715
43	43	1/8	1/8	9/8	2	1	1/16		1/16	1		-4	44		716
43	43	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	51		717
43	43	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	44		718
43	43	1/4	1/4	9/8	1	2	1/8		1/8	1		-4	56		710
43	43	5/16	5/16	9/8	2	1	1/16		1/16	1		-3	51		719
43	43	3/8	3/8	9/8	2	1	1/16		1/16	1		-4	44		720
43	43	3/8	3/8	9/8	1	2	1/4		1/4	1		-2	58		711
43	43	7/16	7/16	9/8	2	1	1/16		1/16	1		-3	51		721
43	43	1/2	1/2	9/8	2	1	1/16		1/16	1		-4	44		722
43	43	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	51		723
43	43	5/8	5/8	9/8	2	1	1/16		1/16	1		-4	44		724
43	43	5/8	5/8	9/8	1	2	1/8		1/8	1		-5	61		712
43	43	11/16	11/16	9/8	2	1	1/16		1/16	1		-3	51		725
43	43	3/4	3/4	9/8	2	1	1/16		1/16	1		-4	44		726
43	43	3/4	3/4	9/8	1	2	3/8		1/4	3/2		0	60		713
43	43	3/4	3/4	9/8	1	1	1/4		1/4	1		-3	63		707
43	43	3/4	3/4	9/8	1	1	1/4		1/4	1		-6	66		707
43	43	13/16	13/16	9/8	2	1	1/16		1/16	1		-3	51		727
43	43	7/8	7/8	9/8	2	1	1/16		1/16	1		-4	44		728
43	43	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	51		729
43	43	1	1	9/8	2	1	1/16		1/16	1		-4	44		730
43	43	1	1	9/8	1	1	1/8		1/8	1		-3	63		708
43	43	1	1	9/8	1	1	1/8		1/8	1		-6	66		708
43	43	1	1	9/8	1	1	1/8		1/8	1		-2	70		708
43	43	17/16	17/16	9/8	2	1	1/16		1/16	1		-3	51		731
44	44	0	0	9/8	2	1	1/16		1/16	1		-4	44		740
44	44	0	0	9/8	1	2	1/4		1/4	1		-6	54		735
44	44	0	0	9/8	1	1	3/4		1/2	3/2		-5	61		732
44	44	0	0	9/8	1	1	3/4		1/2	3/2		-3	63		732
44	44	1/16	1/16	9/8	2	1	1/16		1/16	1		-3	51		741
44	44	1/8	1/8	9/8	2	1	1/16		1/16	1		-4	44		742
44	44	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	51		743
44	44	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	44		744
44	44	1/4	1/4	9/8	1	2	1/8		1/8	1		-4	56		736
44	44	5/16	5/16	9/8	2	1	1/16		1/16	1		-3	51		745
44	44	3/8	3/8	9/8	2	1	1/16		1/16	1		-4	44		746
44	44	3/8	3/8	9/8	1	2	1/4		1/4	1		-2	58		737
44	44	7/16	7/16	9/8	2	1	1/16		1/16	1		-3	51		747
44	44	1/2	1/2	9/8	2	1	1/16		1/16	1		-4	44		748
44	44	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	51		749
44	44	5/8	5/8	9/8	2	1	1/16		1/16	1		-4	44		750
44	44	5/8	5/8	9/8	1	2	1/8		1/8	1		-5	61		738
44	44	11/16	11/16	9/8	2	1	1/16		1/16	1		-3	51		751
44	44	3/4	3/4	9/8	2	1	1/16		1/16	1		-4	44		752
44	44	3/4	3/4	9/8	1	2	3/8		1/4	3/2		0	60		739
44	44	3/4	3/4	9/8	1	1	1/4		1/4	1		-3	63		733
44	44	3/4	3/4	9/8	1	1	1/4		1/4	1		-6	66		733
44	44	13/16	13/16	9/8	2	1	1/16		1/16	1		-3	51		753
44	44	7/8	7/8	9/8	2	1	1/16		1/16	1		-4	44		754
44	44	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	51		755
44	44	1	1	9/8	2	1	1/16		1/16	1		-4	44		756
44	44	1	1	9/8	1	1	1/8		1/8	1		-3	63		734
44	44	1	1	9/8	1	1	1/8		1/8	1	1	-6	66		734
44	44	1	1	9/8	1	1	1/8		1/8	1	1	-2	70		734
44	44	17/16	17/16	9/8	2	1	1/16		1/16	1		-3	51		757
45	45	0	0	9/8	2	1	1/16		1/16	1		-4	44		769
45	45	0	0	9/8	1	1	1/8		1/8	1		-5	61		758
45	45	0	0	9/8	1	1	1/8		1/8	1	-1	-6	66		758
45	45	0	0	9/8	1	1	1/8		1/8	1	-1	-2	70		758
45	45	1/16	1/16	9/8	2	1	1/16		1/16	1		-3	39		770
45	45	1/8	1/8	9/8	2	1	1/16		1/16	1		-4	44		771
45	45	1/8	1/8	9/8	1	1	1/8		1/8	1		-4	68		759
45	45	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		759
45	45	1/8	1/8	9/8	1	1	1/8		1/8	1		-1	77		759
45	45	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	51		772
45	45	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	44		773
45	45	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	66		760
45	45	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70		760
45	45	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75		760
45	45	5/16	5/16	9/8	2	1	1/16		1/16	1		-3	51		774
45	45	3/8	3/8	9/8	2	1	1/16		1/16	1		-4	56		775
45	45	3/8	3/8	9/8	1	2	1/8		1/8	1		-5	61		763
45	45	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-6	66		761
45	45	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-2	70		761
45	45	7/16	7/16	9/8	2	1	1/16		1/16	1		-3	51		776
45	45	1/2	1/2	9/8	2	1	1/16		1/16	1		-4	56		777
45	45	1/2	1/2	9/8	1	2	1/8		1/8	1		-2	58		764
45	45	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	63		778
45	45	5/8	5/8	9/8	2	1	1/16		1/16	1		-4	56		779
45	45	5/8	5/8	9/8	1	2	1/8		1/8	1		-5	61		765
45	45	11/16	11/16	9/8	2	1	1/16		1/16	1		-3	51		780
45	45	3/4	3/4	9/8	2	1	1/16		1/16	1		-4	56		781
45	45	3/4	3/4	9/8	1	2	1/8		1/8	1		-2	58		766
45	45	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	66		762
45	45	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	68		762
45	45	13/16	13/16	9/8	2	1	1/16		1/16	1		-3	51		782
45	45	7/8	7/8	9/8	2	1	1/16		1/16	1		-4	44		783
45	45	7/8	7/8	9/8	1	2	1/8		1/8	1		0	60		767
45	45	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	51		784
45	45	1	1	9/8	2	1	1/16		1/16	1		-4	44		785
45	45	1	1	9/8	1	2	1/8		1/8	1		-3	63		768
45	45	17/16	17/16	9/8	2	1	1/16		1/16	1		-3	39		786
46	46	0	0	9/8	2	1	1/16		1/16	1		-4	44		798
46	46	0	0	9/8	1	1	1/8		1/8	1		-5	61		787
46	46	0	0	9/8	1	1	1/8		1/8	1		-6	66		787
46	46	0	0	9/8	1	1	1/8		1/8	1		-2	70		787
46	46	1/16	1/16	9/8	2	1	1/16		1/16	1		-3	39		799
46	46	1/8	1/8	9/8	2	1	1/16		1/16	1		-4	44		800
46	46	1/8	1/8	9/8	1	1	1/8		1/8	1		-4	68		788
46	46	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		788
46	46	1/8	1/8	9/8	1	1	1/8		1/8	1		-1	77		788
46	46	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	51		801
46	46	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	44		802
46	46	1/4	1/4	9/8	1	1	1/8		1/8	1		-6	66		789
46	46	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70		789
46	46	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75		789
46	46	5/16	5/16	9/8	2	1	1/16		1/16	1		-3	51		803
46	46	3/8	3/8	9/8	2	1	1/16		1/16	1		-4	56		804
46	46	3/8	3/8	9/8	1	2	1/8		1/8	1		-5	61		792
46	46	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-6	66		790
46	46	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-2	70		790
46	46	7/16	7/16	9/8	2	1	1/16		1/16	1		-3	51		805
46	46	1/2	1/2	9/8	2	1	1/16		1/16	1		-4	56		806
46	46	1/2	1/2	9/8	1	2	1/8		1/8	1		-2	58		793
46	46	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	63		807
46	46	5/8	5/8	9/8	2	1	1/16		1/16	1		-4	56		808
46	46	5/8	5/8	9/8	1	2	1/8		1/8	1		-5	61		794
46	46	11/16	11/16	9/8	2	1	1/16		1/16	1		-3	51		809
46	46	3/4	3/4	9/8	2	1	1/16		1/16	1		-4	56		810
46	46	3/4	3/4	9/8	1	2	1/8		1/8	1		-2	58		795
46	46	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-6	66		791
46	46	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-4	68		791
46	46	13/16	13/16	9/8	2	1	1/16		1/16	1		-3	51		811
46	46	7/8	7/8	9/8	2	1	1/16		1/16	1		-4	56		812
46	46	7/8	7/8	9/8	1	2	1/8		1/8	1		0	60		796
46	46	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	51		813
46	46	1	1	9/8	2	1	1/16		1/16	1		-4	56		814
46	46	1	1	9/8	1	2	1/8		1/8	1		-3	63		797
46	46	17/16	17/16	9/8	2	1	1/16		1/16	1		-3	51		815
47	47	0	0	9/8	2	2	1/4		1/4	1		-6	54		837
47	47	0	0	9/8	2	1	3/4		1/2	3/2		-5	61		836
47	47	0	0	9/8	1	2	1/16		1/16	1		-3	75		819
47	47	0	0	9/8	1	1	3/4		1/2	3/2		-3	75		816
47	47	1/16	1/16	9/8	1	2	1/16		1/16	1		-3	63		820
47	47	1/8	1/8	9/8	1	2	1/16		1/16	1		-6	66		821
47	47	3/16	3/16	9/8	1	2	1/16		1/16	1		-2	70		822
47	47	1/4	1/4	9/8	2	2	1/8		1/8	1		-4	56		838
47	47	1/4	1/4	9/8	1	2	1/16		1/16	1		-6	66		823
47	47	5/16	5/16	9/8	1	2	1/16		1/16	1		-3	63		824
47	47	3/8	3/8	9/8	2	2	1/4		1/4	1		-2	58		839
47	47	7/16	7/16	9/8	1	2	1/16		1/16	1		-3	63		825
47	47	1/2	1/2	9/8	1	2	1/16		1/16	1		-6	66		826
47	47	9/16	9/16	9/8	1	2	1/16		1/16	1		-2	70		827
47	47	5/8	5/8	9/8	2	2	1/8		1/8	1		-5	61		840
47	47	5/8	5/8	9/8	1	2	1/16		1/16	1		-6	66		828
47	47	11/16	11/16	9/8	1	2	1/16		1/16	1		-3	63		829
47	47	3/4	3/4	9/8	1	2	1/16		1/16	1		0	60		830
47	47	3/4	3/4	9/8	2	2	3/8		1/4	3/2		0	60		841
47	47	3/4	3/4	9/8	1	1	1/4		1/4	1		-6	78		817
47	47	13/16	13/16	9/8	1	2	1/16		1/16	1		-3	63		831
47	47	7/8	7/8	9/8	1	2	1/16		1/16	1		-6	66		832
47	47	15/16	15/16	9/8	1	2	1/16		1/16	1		-2	70		833
47	47	1	1	9/8	1	2	1/16		1/16	1		0	72		834
47	47	1	1	9/8	1	1	1/8		1/8	1		-2	82		818
47	47	17/16	17/16	9/8	1	2	1/16		1/16	1		-3	75		835
48	48	0	0	9/8	2	2	1/4		1/4	1		-6	54		863
48	48	0	0	9/8	2	1	3/4		1/2	3/2		-5	61		862
48	48	0	0	9/8	1	2	1/16		1/16	1		-3	75		845
48	48	0	0	9/8	1	1	3/4		1/2	3/2		-3	75		842
48	48	1/16	1/16	9/8	1	2	1/16		1/16	1		-3	63		846
48	48	1/8	1/8	9/8	1	2	1/16		1/16	1		-6	66		847
48	48	3/16	3/16	9/8	1	2	1/16		1/16	1		-2	70		848
48	48	1/4	1/4	9/8	2	2	1/8		1/8	1		-4	56		864
48	48	1/4	1/4	9/8	1	2	1/16		1/16	1		-6	66		849
48	48	5/16	5/16	9/8	1	2	1/16		1/16	1		-3	63		850
48	48	3/8	3/8	9/8	2	2	1/4		1/4	1		-2	58		865
48	48	7/16	7/16	9/8	1	2	1/16		1/16	1		-3	63		851
48	48	1/2	1/2	9/8	1	2	1/16		1/16	1		-6	66		852
48	48	9/16	9/16	9/8	1	2	1/16		1/16	1		-2	70		853
48	48	5/8	5/8	9/8	2	2	1/8		1/8	1		-5	61		866
48	48	5/8	5/8	9/8	1	2	1/16		1/16	1		-6	66		854
48	48	11/16	11/16	9/8	1	2	1/16		1/16	1		-3	63		855
48	48	3/4	3/4	9/8	1	2	1/16		1/16	1		0	60		856
48	48	3/4	3/4	9/8	2	2	3/8		1/4	3/2		0	60		867
48	48	3/4	3/4	9/8	1	1	1/4		1/4	1		-6	78		843
48	48	13/16	13/16	9/8	1	2	1/16		1/16	1		-3	63		857
48	48	7/8	7/8	9/8	1	2	1/16		1/16	1		-6	66		858
48	48	15/16	15/16	9/8	1	2	1/16		1/16	1		-2	70		859
48	48	1	1	9/8	1	2	1/16		1/16	1		0	72		860
48	48	1	1	9/8	1	1	1/8		1/8	1		-2	82		844
48	48	17/16	17/16	9/8	1	2	1/16		1/16	1		-3	75		861
49	49	0	0	9/8	2	1	1/16		1/16	1		-6	66		870
49	49	0	0	9/8	2	2	3/4		1/2	3/2	1	-6	66		888
49	49	0	0	9/8	1	1	3/4		1/2	3/2	1	-3	87		868
49	49	1/16	1/16	9/8	2	1	1/16		1/16	1		-2	70		871
49	49	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	73		872
49	49	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	75		873
49	49	1/4	1/4	9/8	2	1	1/16		1/16	1		-6	78		874
49	49	5/16	5/16	9/8	2	1	1/16		1/16	1		-2	82		875
49	49	3/8	3/8	9/8	2	1	1/16		1/16	1		-6	66		876
49	49	7/16	7/16	9/8	2	1	1/16		1/16	1		-2	70		877
49	49	1/2	1/2	9/8	2	1	1/16		1/16	1		-5	73		878
49	49	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	75		879
49	49	5/8	5/8	9/8	2	1	1/16		1/16	1		-6	78		880
49	49	11/16	11/16	9/8	2	1	1/16		1/16	1		0	84		881
49	49	3/4	3/4	9/8	2	1	1/16		1/16	1		-6	66		882
49	49	3/4	3/4	9/8	2	2	3/8		1/4	3/2	-1	-6	66		889
49	49	3/4	3/4	9/8	1	1	3/8		1/4	3/2	0	-3	87		869
49	49	13/16	13/16	9/8	2	1	1/16		1/16	1		-2	70		883
49	49	7/8	7/8	9/8	2	1	1/16		1/16	1		-5	73		884
49	49	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	75		885
49	49	1	1	9/8	2	1	1/16		1/16	1		-6	78		886
49	49	17/16	17/16	9/8	2	1	1/16		1/16	1		-2	82		887
50	50	0	0	9/8	2	1	1/16		1/16	1		-6	66		893
50	50	0	0	9/8	2	2	3/4		1/2	3/2		-6	66		911
50	50	0	0	9/8	1	1	3/8		1/4	3/2	-1	-3	87		890
50	50	1/16	1/16	9/8	2	1	1/16		1/16	1		3	69		894
50	50	1/8	1/8	9/8	2	1	1/16		1/16	1		-5	73		895
50	50	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	75		896
50	50	1/4	1/4	9/8	2	1	1/16		1/16	1		-6	78		897
50	50	5/16	5/16	9/8	2	1	1/16		1/16	1		3	81		898
50	50	3/8	3/8	9/8	2	1	1/16		1/16	1		-6	66		899
50	50	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-5	85		891
50	50	7/16	7/16	9/8	2	1	1/16		1/16	1		3	69		900
50	50	1/2	1/2	9/8	2	1	1/16		1/16	1		-5	73		901
50	50	9/16	9/16	9/8	2	1	1/16		1/16	1		-3	75		902
50	50	5/8	5/8	9/8	2	1	1/16		1/16	1		-6	78		903
50	50	11/16	11/16	9/8	2	1	1/16		1/16	1		-7	83		904
50	50	3/4	3/4	9/8	2	1	1/16		1/16	1		-6	66		905
50	50	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-6	66		912
50	50	3/4	3/4	9/8	1	1	3/8		1/4	3/2		-3	87		892
50	50	13/16	13/16	9/8	2	1	1/16		1/16	1		3	69		906
50	50	7/8	7/8	9/8	2	1	1/16		1/16	1		-5	73		907
50	50	15/16	15/16	9/8	2	1	1/16		1/16	1		-3	75		908
50	50	1	1	9/8	2	1	1/16		1/16	1		-6	78		909
50	50	17/16	17/16	9/8	2	1	1/16		1/16	1		3	81		910
51	51	0	0	9/8	2	1	1/16		1/16	1		-1	65		915
51	51	0	0	9/8	2	2	3/4		1/2	3/2		-1	65		921
51	51	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	68		916
51	51	1/8	1/8	9/8	2	1	1/16		1/16	1		0	72		917
51	51	3/16	3/16	9/8	2	1	1/16		1/16	1		-1	77		918
51	51	1/4	1/4	9/8	2	1	1/16		1/16	1		-4	80		919
51	51	5/16	5/16	9/8	2	1	1/16		1/16	1		0	84		920
51	51	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-1	77		913
51	51	3/8	3/8	9/8	1	1	3/8		1/4	3/2		-4	80		913
51	51	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	65		922
51	51	3/4	3/4	9/8	1	1	3/8		1/4	3/2	1	-1	77		914
52	52	0	0	9/8	2	1	1/16		1/16	1		-1	65		927
52	52	0	0	9/8	2	2	3/4		1/2	3/2		-1	65		933
52	52	0	0	9/8	1	1	1/8		1/8	1	-1	-1	77		923
52	52	1/16	1/16	9/8	2	1	1/16		1/16	1		3	69		928
52	52	1/8	1/8	9/8	2	1	1/16		1/16	1		0	72		929
52	52	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		924
52	52	1/8	1/8	9/8	1	1	1/8		1/8	1		-3	75		924
52	52	3/16	3/16	9/8	2	1	1/16		1/16	1		-3	75		930
52	52	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73		925
52	52	1/4	1/4	9/8	2	1	1/16		1/16	1		-1	77		931
52	52	1/4	1/4	9/8	1	1	1/8		1/8	1		-1	77		925
52	52	5/16	5/16	9/8	2	1	1/16		1/16	1		3	81		932
52	52	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	0	72		926
52	52	3/8	3/8	9/8	1	1	3/4		1/2	3/2	1	-3	75		926
52	52	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	65		934
53	53	0	0	9/8	2	1	1/16		1/16	1		-1	65		942
53	53	0	0	9/8	2	2	3/4		1/2	3/2		-1	65		948
53	53	0	0	9/8	1	1	1/8		1/8	1	-1	0	72		935
53	53	0	0	9/8	1	1	1/8		1/8	1	-1	-3	75		935
53	53	1/16	1/16	9/8	2	1	1/16		1/16	1		-4	68		943
53	53	1/8	1/8	9/8	2	1	1/16		1/16	1		-2	70		944
53	53	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	70		936
53	53	1/8	1/8	9/8	1	1	1/8		1/8	1		-5	73		936
53	53	3/16	3/16	9/8	2	1	1/16		1/16	1		-5	73		945
53	53	1/4	1/4	9/8	1	1	1/8		1/8	1		0	72		937
53	53	1/4	1/4	9/8	1	1	1/8		1/8	1		-3	75		937
53	53	1/4	1/4	9/8	2	1	1/16		1/16	1		-1	77		946
53	53	5/16	5/16	9/8	2	1	1/16		1/16	1		-4	80		947
53	53	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-2	70		938
53	53	3/8	3/8	9/8	1	1	3/16		1/8	3/2		-5	73		938
53	53	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-5	73		939
53	53	9/16	9/16	9/8	1	1	3/16		1/8	3/2	1	-1	77		939
53	53	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-1	65		949
53	53	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-5	73		940
53	53	3/4	3/4	9/8	1	1	3/16		1/8	3/2	-1	-1	77		940
53	53	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-2	70		941
53	53	15/16	15/16	9/8	1	1	3/16		1/8	3/2	1	-5	73		941
54	54	0	0	9/8	2	1	1/16		1/16	1		-3	63		954
54	54	0	0	9/8	2	2	3/4		1/2	3/2		-3	63		960
54	54	0	0	9/8	1	1	1/16		1/16	1	-1	-2	70		950
54	54	0	0	9/8	1	1	1/16		1/16	1	-1	-5	73		950
54	54	1/16	1/16	9/8	2	1	1/16		1/16	1		-6	66		955
54	54	1/8	1/8	9/8	2	1	1/16		1/16	1		-4	68		956
54	54	1/8	1/8	9/8	1	1	1/8		1/8	1		-4	68		951
54	54	1/8	1/8	9/8	1	1	1/8		1/8	1		0	72		951
54	54	3/16	3/16	9/8	2	1	1/16		1/16	1		0	72		957
54	54	1/4	1/4	9/8	1	1	1/8		1/8	1		-2	70		952
54	54	1/4	1/4	9/8	1	1	1/8		1/8	1		-5	73		952
54	54	1/4	1/4	9/8	2	1	1/16		1/16	1		-3	75		958
54	54	5/16	5/16	9/8	2	1	1/16		1/16	1		-6	78		959
54	54	3/8	3/8	9/8	1	1	3/4		1/2	3/2		-4	68		953
54	54	3/8	3/8	9/8	1	1	3/4		1/2	3/2		0	72		953
54	54	3/4	3/4	9/8	2	2	3/8		1/4	3/2		-3	63		961
55	55	0	0	9/8	2	1	1/16		1/16	1		-5	61		972
55	55	0	0	9/8	2	2	3/4		1/2	3/2		-5	61		979
55	55	1/16	1/16	9/8	2	1	1/16		1/16	1		-3	63		973
55	55	1/8	1/8	9/8	2	1	1/16		1/16	1		-6	66		974
55	55	1/8	1/8	9/8	1	1	1/8		1/8	1		-6	78		962
55	55	1/8	1/8	9/8	1	1	1/8		1/8	1		-2	82		962
55	55	3/16	3/16	9/8	2	1	1/16		1/16	1		-2	70		975
55	55	1/4	1/4	9/8	2	1	1/16		1/16	1		-5	73		976
55	55	1/4	1/4	9/8	1	1	1/8		1/8	1		-4	80		963
55	55	1/4	1/4	9/8	1	1	1/8		1/8	1		0	84		963
55	55	5/16	5/16	9/8	2	1	1/16		1/16	1		-3	75		977
55	55	3/8	3/8	9/8	1	2	3/8		1/4	3/2		-6	78		970
55	55	3/8	3/8	9/8	1	1	1/8		1/8	1		-2	82		964
55	55	1/2	1/2	9/8	1	1	1/8		1/8	1		-3	87		965
55	55	5/8	5/8	9/8	1	1	1/8		1/8	1		-2	82		966
