mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
64	64	1/2	1/2	4/4	1	1	1/8		1/8	1		-1	77		1030
64	64	5/8	5/8	4/4	2	1	1/16		1/16	1		4	64		1042
64	64	5/8	5/8	4/4	1	1	1/16		1/16	1		4	76		1031
64	64	11/16	11/16	4/4	2	1	1/16		1/16	1		-1	65		1043
64	64	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	77		1032
64	64	3/4	3/4	4/4	2	1	1/8		1/8	1		2	62		1044
64	64	3/4	3/4	4/4	1	1	1/8		1/8	1		2	74		1033
64	64	7/8	7/8	4/4	2	1	1/8		1/8	1		-1	65		1045
64	64	7/8	7/8	4/4	1	1	1/8		1/8	1		-1	77		1034
65	65	0	0	4/4	1	1	0	grace32after	1/32	1		-1	89		1047
65	65	0	0	4/4	1	1	0	grace32after	1/32	1		4	88		1048
65	65	0	0	4/4	1	1	0	grace32after	1/32	1		2	86		1049
65	65	0	0	4/4	1	1	0	grace32after	1/32	1		0	84		1050
65	65	0	0	4/4	2	1	1/4		1/4	1		0	60		1052
65	65	0	0	4/4	2	1	1/4		1/4	1		2	62		1052
65	65	0	0	4/4	2	1	1/4		1/4	1		-1	65		1052
65	65	0	0	4/4	2	1	1/4		1/4	1		1	67		1052
65	65	0	0	4/4	2	1	1/4		1/4	1		-2	70		1052
65	65	0	0	4/4	1	1	1		1	1		0	84		1051
65	65	1/4	1/4	4/4	2	1	1/4		1/4	1		1	55		1053
65	65	1/2	1/2	4/4	2	1	1/4		1/4	1		0	60		1054
65	65	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48		1055
66	66	0	0	4/4	2	1	1/8		1/8	1		-1	29		1059
66	66	0	0	4/4	1	1	1/4		1/4	1		1	91		1056
66	66	1/8	1/8	4/4	2	1	1/8		1/8	1		-1	41		1060
66	66	1/4	1/4	4/4	2	1	1/8		1/8	1		0	48		1061
66	66	3/8	3/8	4/4	2	1	1/8		1/8	1	1	0	48		1062
66	66	1/2	1/2	4/4	2	2	1/2		1/2	1	0	0	48		1064
66	66	1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55		1063
66	66	1/2	1/2	4/4	2	1	1/2		1/2	1	1	-2	58		1063
66	66	1/2	1/2	4/4	2	1	1/2		1/2	1	1	2	62		1063
66	66	1/2	1/2	4/4	1	2	1/2		1/2	1	1	1	67		1058
66	66	1/2	1/2	4/4	1	2	1/2		1/2	1	1	-2	70		1058
66	66	1/2	1/2	4/4	1	2	1/2		1/2	1	1	2	74		1058
66	66	1/2	1/2	4/4	1	1	1/2		1/2	1	1	1	79		1057
67	67	0	0	4/4	2	2	1/4		1/4	1	-1	0	48		1083
67	67	0	0	4/4	2	1	1/4		1/4	1	-1	1	55		1082
67	67	0	0	4/4	2	1	1/4		1/4	1	-1	-2	58		1082
67	67	0	0	4/4	2	1	1/4		1/4	1	-1	2	62		1082
67	67	0	0	4/4	1	2	1/4		1/4	1	-1	1	67		1081
67	67	0	0	4/4	1	2	1/4		1/4	1	-1	-2	70		1081
67	67	0	0	4/4	1	2	1/4		1/4	1	-1	2	74		1081
67	67	0	0	4/4	1	1	1/16		1/16	1	-1	1	79		1065
67	67	1/16	1/16	4/4	1	1	1/16		1/16	1		3	81		1066
67	67	1/8	1/8	4/4	1	1	1/16		1/16	1		-2	82		1067
67	67	3/16	3/16	4/4	1	1	1/16		1/16	1		3	81		1068
67	67	1/4	1/4	4/4	1	1	1/16		1/16	1		1	79		1069
67	67	5/16	5/16	4/4	1	1	1/16		1/16	1		3	81		1070
67	67	3/8	3/8	4/4	1	1	1/16		1/16	1		1	79		1071
67	67	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77		1072
67	67	1/2	1/2	4/4	1	1	1/16		1/16	1		2	74		1073
67	67	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77		1074
67	67	5/8	5/8	4/4	1	1	1/16		1/16	1		2	74		1075
67	67	11/16	11/16	4/4	1	1	1/16		1/16	1		0	72		1076
67	67	3/4	3/4	4/4	1	1	1/16		1/16	1		-2	70		1077
67	67	13/16	13/16	4/4	1	1	1/16		1/16	1		1	67		1078
67	67	7/8	7/8	4/4	1	1	1/16		1/16	1		2	62		1079
67	67	15/16	15/16	4/4	1	1	1/16		1/16	1		4	64		1080
68	68	0	0	4/4	2	1	1/2		1/2	1		-1	41		1099
68	68	0	0	4/4	2	1	1/2		1/2	1		7	49		1099
68	68	0	0	4/4	2	1	1/2		1/2	1		3	57		1099
68	68	0	0	4/4	1	2	1/2		1/2	1		7	61		1097
68	68	0	0	4/4	1	1	1/16		1/16	1		1	67		1084
68	68	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	65		1085
68	68	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67		1086
68	68	3/16	3/16	4/4	1	1	1/16		1/16	1		3	69		1087
68	68	1/4	1/4	4/4	1	1	1/4		1/4	1	1	1	67		1088
68	68	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	46		1100
68	68	1/2	1/2	4/4	2	1	1/2		1/2	1		-1	53		1100
68	68	1/2	1/2	4/4	1	2	1/2		1/2	1		2	62		1098
68	68	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67		1089
68	68	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	65		1090
68	68	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67		1091
68	68	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		1092
68	68	3/4	3/4	4/4	1	1	1/16		1/16	1		0	72		1093
68	68	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69		1094
68	68	7/8	7/8	4/4	1	1	1/16		1/16	1		1	67		1095
68	68	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65		1096
69	69	0	0	4/4	2	2	1/2		1/2	1		0	48		1117
69	69	0	0	4/4	2	1	1		1	1		3	57		1116
69	69	0	0	4/4	1	2	1/2		1/2	1		-3	63		1114
69	69	0	0	4/4	1	1	1/16		1/16	1		1	67		1101
69	69	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	65		1102
69	69	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67		1103
69	69	3/16	3/16	4/4	1	1	1/16		1/16	1		3	69		1104
69	69	1/4	1/4	4/4	1	1	1/4		1/4	1	1	1	67		1105
69	69	1/2	1/2	4/4	2	2	1/2		1/2	1		2	50		1118
69	69	1/2	1/2	4/4	1	2	1/2		1/2	1		2	62		1115
69	69	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67		1106
69	69	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	65		1107
69	69	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67		1108
69	69	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		1109
69	69	3/4	3/4	4/4	1	1	1/16		1/16	1		2	74		1110
69	69	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69		1111
69	69	7/8	7/8	4/4	1	1	1/16		1/16	1		1	67		1112
69	69	15/16	15/16	4/4	1	1	1/16		1/16	1	1	-1	65		1113
70	70	0	0	4/4	2	1	1/4		1/4	1		-2	46		1131
70	70	0	0	4/4	2	1	1/4		1/4	1		-1	53		1131
70	70	0	0	4/4	2	1	1/4		1/4	1		-2	58		1131
70	70	0	0	4/4	1	2	1/4		1/4	1		2	62		1128
70	70	0	0	4/4	1	1	1/16		1/16	1	-1	-1	65		1119
70	70	1/16	1/16	4/4	1	1	1/16		1/16	1		-2	70		1120
70	70	1/8	1/8	4/4	1	1	1/16		1/16	1		2	74		1121
70	70	3/16	3/16	4/4	1	1	1/16		1/16	1		-1	77		1122
70	70	1/4	1/4	4/4	2	2	3/4		1/2	3/2		-2	58		1136
70	70	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65		1132
70	70	1/4	1/4	4/4	1	2	1/4		1/4	1		2	74		1129
70	70	1/4	1/4	4/4	1	1	1/4		1/4	1	1	3	81		1123
70	70	1/2	1/2	4/4	2	1	1/4		1/4	1		4	64		1133
70	70	1/2	1/2	4/4	1	2	1/2		1/2	1	1	0	72		1130
70	70	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	3	81		1124
70	70	5/8	5/8	4/4	1	1	1/8		1/8	1		1	79		1125
70	70	3/4	3/4	4/4	2	1	1/8		1/8	1		2	62		1134
70	70	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	77		1126
70	70	7/8	7/8	4/4	2	1	1/8		1/8	1	1	4	64		1135
70	70	7/8	7/8	4/4	1	1	1/8		1/8	1	1	1	79		1127
71	71	0	0	4/4	2	2	1/2		1/2	1		3	57		1160
71	71	0	0	4/4	2	1	1/16		1/16	1	-1	4	64		1152
71	71	0	0	4/4	1	2	1/4		1/4	1	0	0	72		1146
71	71	0	0	4/4	1	1	1/16		1/16	1	-1	1	79		1137
71	71	1/16	1/16	4/4	2	1	1/16		1/16	1		-1	65		1153
71	71	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	77		1138
71	71	1/8	1/8	4/4	2	1	1/16		1/16	1		1	67		1154
71	71	1/8	1/8	4/4	1	1	1/16		1/16	1		4	76		1139
71	71	3/16	3/16	4/4	2	1	1/16		1/16	1		3	69		1155
71	71	3/16	3/16	4/4	1	1	1/16		1/16	1		1	79		1140
71	71	1/4	1/4	4/4	2	1	1/4		1/4	1	1	2	62		1156
71	71	1/4	1/4	4/4	1	2	1/8		1/8	1	-1	0	72		1147
71	71	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-1	77		1141
71	71	3/8	3/8	4/4	1	2	1/16		1/16	1		-2	70		1148
71	71	7/16	7/16	4/4	1	2	1/16		1/16	1		3	69		1149
71	71	1/2	1/2	4/4	2	1	1/8		1/8	1	-1	2	62		1157
71	71	1/2	1/2	4/4	1	2	1/4		1/4	1		-2	70		1150
71	71	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-1	77		1142
71	71	5/8	5/8	4/4	2	1	1/8		1/8	1		4	64		1158
71	71	5/8	5/8	4/4	1	1	1/8		1/8	1		4	76		1143
71	71	3/4	3/4	4/4	2	1	1/4		1/4	1		0	48		1159
71	71	3/4	3/4	4/4	2	2	1/4		1/4	1		0	48		1161
71	71	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	65		1144
71	71	3/4	3/4	4/4	1	2	1/4		1/4	1		-2	70		1151
71	71	3/4	3/4	4/4	1	1	1/8		1/8	1		2	74		1144
71	71	7/8	7/8	4/4	1	1	1/8		1/8	1		4	64		1145
71	71	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72		1145
72	72	0	0	4/4	2	2	1/8		1/8	1		-1	29		1165
72	72	1/8	1/8	4/4	2	2	1/8		1/8	1		-1	41		1166
72	72	1/4	1/4	4/4	2	2	1/8		1/8	1		0	48		1167
72	72	3/8	3/8	4/4	2	2	1/8		1/8	1	1	0	48		1168
72	72	1/2	1/2	4/4	2	2	1/2		1/2	1	0	0	48		1169
72	72	1/2	1/2	4/4	2	1	1/2		1/2	1	1	1	55		1164
72	72	1/2	1/2	4/4	2	1	1/2		1/2	1	1	-2	58		1164
72	72	1/2	1/2	4/4	2	1	1/2		1/2	1	1	2	62		1164
72	72	1/2	1/2	4/4	1	2	1/2		1/2	1	1	1	67		1163
72	72	1/2	1/2	4/4	1	2	1/2		1/2	1	1	-2	70		1163
72	72	1/2	1/2	4/4	1	2	1/2		1/2	1	1	2	74		1163
72	72	1/2	1/2	4/4	1	1	1/2		1/2	1	1	1	79		1162
73	73	0	0	4/4	2	2	1/4		1/4	1	-1	0	48		1188
73	73	0	0	4/4	2	1	1/4		1/4	1	-1	1	55		1187
73	73	0	0	4/4	2	1	1/4		1/4	1	-1	-2	58		1187
73	73	0	0	4/4	2	1	1/4		1/4	1	-1	2	62		1187
73	73	0	0	4/4	1	2	1/4		1/4	1	-1	1	67		1186
73	73	0	0	4/4	1	2	1/4		1/4	1	-1	-2	70		1186
73	73	0	0	4/4	1	2	1/4		1/4	1	-1	2	74		1186
73	73	0	0	4/4	1	1	1/16		1/16	1	-1	1	79		1170
73	73	1/16	1/16	4/4	1	1	1/16		1/16	1		3	81		1171
73	73	1/8	1/8	4/4	1	1	1/16		1/16	1		-2	82		1172
73	73	3/16	3/16	4/4	1	1	1/16		1/16	1		3	81		1173
73	73	1/4	1/4	4/4	1	1	1/16		1/16	1		1	79		1174
73	73	5/16	5/16	4/4	1	1	1/16		1/16	1		3	81		1175
73	73	3/8	3/8	4/4	1	1	1/16		1/16	1		1	79		1176
73	73	7/16	7/16	4/4	1	1	1/16		1/16	1		-1	77		1177
73	73	1/2	1/2	4/4	1	1	1/16		1/16	1		2	74		1178
73	73	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	77		1179
73	73	5/8	5/8	4/4	1	1	1/16		1/16	1		2	74		1180
73	73	11/16	11/16	4/4	1	1	1/16		1/16	1		0	72		1181
73	73	3/4	3/4	4/4	1	1	1/16		1/16	1		-2	70		1182
73	73	13/16	13/16	4/4	1	1	1/16		1/16	1		1	67		1183
73	73	7/8	7/8	4/4	1	1	1/16		1/16	1		2	62		1184
73	73	15/16	15/16	4/4	1	1	1/16		1/16	1		4	64		1185
74	74	0	0	4/4	2	1	1/2		1/2	1		2	50		1203
74	74	0	0	4/4	2	1	1/2		1/2	1		3	57		1203
74	74	0	0	4/4	1	2	1		1	1		2	62		1202
74	74	0	0	4/4	1	1	1/16		1/16	1		1	67		1189
74	74	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	65		1190
74	74	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67		1191
74	74	3/16	3/16	4/4	1	1	1/16		1/16	1		3	69		1192
74	74	1/4	1/4	4/4	1	1	1/4		1/4	1	1	1	67		1193
74	74	1/2	1/2	4/4	2	1	1/2		1/2	1		1	43		1204
74	74	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50		1204
74	74	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	58		1204
74	74	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67		1194
74	74	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	65		1195
74	74	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67		1196
74	74	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		1197
74	74	3/4	3/4	4/4	1	1	1/16		1/16	1		2	74		1198
74	74	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69		1199
74	74	7/8	7/8	4/4	1	1	1/16		1/16	1		1	67		1200
74	74	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65		1201
75	75	0	0	4/4	2	1	1/2		1/2	1		2	50		1219
75	75	0	0	4/4	2	1	1/2		1/2	1		3	57		1219
75	75	0	0	4/4	1	2	1		1	1		2	62		1218
75	75	0	0	4/4	1	1	1/16		1/16	1		1	67		1205
75	75	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	65		1206
75	75	1/8	1/8	4/4	1	1	1/16		1/16	1		1	67		1207
75	75	3/16	3/16	4/4	1	1	1/16		1/16	1		3	69		1208
75	75	1/4	1/4	4/4	1	1	1/4		1/4	1	1	1	67		1209
75	75	1/2	1/2	4/4	2	1	1/2		1/2	1		1	43		1220
75	75	1/2	1/2	4/4	2	1	1/2		1/2	1		2	50		1220
75	75	1/2	1/2	4/4	2	1	1/2		1/2	1		5	59		1220
75	75	1/2	1/2	4/4	1	1	1/16		1/16	1	-1	1	67		1210
75	75	9/16	9/16	4/4	1	1	1/16		1/16	1		-1	65		1211
75	75	5/8	5/8	4/4	1	1	1/16		1/16	1		1	67		1212
75	75	11/16	11/16	4/4	1	1	1/16		1/16	1		3	69		1213
75	75	3/4	3/4	4/4	1	1	1/16		1/16	1		2	74		1214
75	75	13/16	13/16	4/4	1	1	1/16		1/16	1		3	69		1215
75	75	7/8	7/8	4/4	1	1	1/16		1/16	1		1	67		1216
75	75	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65		1217
76	76	0	0	4/4	2	1	1		1	1		0	36		1243
76	76	0	0	4/4	2	1	1		1	1		0	48		1243
76	76	0	0	4/4	1	1	1/16		1/16	1		4	76		1221
76	76	1/16	1/16	4/4	1	1	1/16		1/16	1		-2	70		1222
76	76	1/8	1/8	4/4	1	1	1/16		1/16	1		3	69		1223
76	76	3/16	3/16	4/4	1	1	1/16		1/16	1		1	67		1224
76	76	1/4	1/4	4/4	1	2	1/8		1/8	1		3	57		1237
76	76	1/4	1/4	4/4	1	2	1/8		1/8	1		0	60		1237
76	76	1/4	1/4	4/4	1	1	1/16		1/16	1		-1	77		1225
76	76	5/16	5/16	4/4	1	1	1/16		1/16	1		0	72		1226
76	76	3/8	3/8	4/4	1	2	1/8		1/8	1		2	62		1238
76	76	3/8	3/8	4/4	1	2	1/8		1/8	1		-1	65		1238
76	76	3/8	3/8	4/4	1	1	1/16		1/16	1		-2	70		1227
76	76	7/16	7/16	4/4	1	1	1/16		1/16	1		3	69		1228
76	76	1/2	1/2	4/4	1	2	1/8		1/8	1		-2	58		1239
76	76	1/2	1/2	4/4	1	2	1/8		1/8	1		2	62		1239
76	76	1/2	1/2	4/4	1	1	1/16		1/16	1		1	79		1229
76	76	9/16	9/16	4/4	1	1	1/16		1/16	1		2	74		1230
76	76	5/8	5/8	4/4	1	2	1/8		1/8	1		4	64		1240
76	76	5/8	5/8	4/4	1	2	1/8		1/8	1		1	67		1240
76	76	5/8	5/8	4/4	1	1	1/16		1/16	1		0	72		1231
76	76	11/16	11/16	4/4	1	1	1/16		1/16	1		-2	70		1232
76	76	3/4	3/4	4/4	1	2	1/8		1/8	1		0	60		1241
76	76	3/4	3/4	4/4	1	2	1/8		1/8	1		4	64		1241
76	76	3/4	3/4	4/4	1	1	1/16		1/16	1		3	81		1233
76	76	13/16	13/16	4/4	1	1	1/16		1/16	1		4	76		1234
76	76	7/8	7/8	4/4	1	2	1/8		1/8	1		-1	65		1242
76	76	7/8	7/8	4/4	1	2	1/8		1/8	1		3	69		1242
76	76	7/8	7/8	4/4	1	1	1/16		1/16	1		2	74		1235
76	76	15/16	15/16	4/4	1	1	1/16		1/16	1		0	72		1236
77	77	0	0	4/4	1	2	1/8		1/8	1		2	62		1260
77	77	0	0	4/4	1	2	1/8		1/8	1		-1	65		1260
77	77	0	0	4/4	1	1	1/16		1/16	1		-2	82		1244
77	77	1/16	1/16	4/4	1	1	1/16		1/16	1		-1	77		1245
77	77	1/8	1/8	4/4	1	2	1/8		1/8	1		1	67		1261
77	77	1/8	1/8	4/4	1	2	1/8		1/8	1		-2	70		1261
77	77	1/8	1/8	4/4	1	1	1/16		1/16	1		4	76		1246
77	77	3/16	3/16	4/4	1	1	1/16		1/16	1		2	74		1247
77	77	1/4	1/4	4/4	1	2	1/8		1/8	1		4	64		1262
77	77	1/4	1/4	4/4	1	2	1/8		1/8	1		1	67		1262
77	77	1/4	1/4	4/4	1	1	1/16		1/16	1		0	84		1248
77	77	5/16	5/16	4/4	1	1	1/16		1/16	1		1	79		1249
77	77	3/8	3/8	4/4	1	2	1/8		1/8	1		3	69		1263
77	77	3/8	3/8	4/4	1	2	1/8		1/8	1		0	72		1263
77	77	3/8	3/8	4/4	1	1	1/16		1/16	1		-1	77		1250
77	77	7/16	7/16	4/4	1	1	1/16		1/16	1		4	76		1251
77	77	1/2	1/2	4/4	1	2	1/8		1/8	1		-1	65		1264
77	77	1/2	1/2	4/4	1	2	1/8		1/8	1		3	69		1264
77	77	1/2	1/2	4/4	1	1	1/16		1/16	1		2	86		1252
77	77	9/16	9/16	4/4	1	1	1/16		1/16	1		3	81		1253
77	77	5/8	5/8	4/4	1	2	1/8		1/8	1		-2	70		1265
77	77	5/8	5/8	4/4	1	2	1/8		1/8	1		2	74		1265
77	77	5/8	5/8	4/4	1	1	1/16		1/16	1		1	79		1254
77	77	11/16	11/16	4/4	1	1	1/16		1/16	1		-1	77		1255
77	77	3/4	3/4	4/4	1	2	1/8		1/8	1		1	67		1266
77	77	3/4	3/4	4/4	1	2	1/8		1/8	1		-2	70		1266
77	77	3/4	3/4	4/4	1	1	1/16		1/16	1		4	88		1256
77	77	13/16	13/16	4/4	1	1	1/16		1/16	1		-2	82		1257
77	77	7/8	7/8	4/4	1	2	1/8		1/8	1		0	72		1267
77	77	7/8	7/8	4/4	1	2	1/8		1/8	1		4	76		1267
77	77	7/8	7/8	4/4	1	1	1/16		1/16	1		3	81		1258
77	77	15/16	15/16	4/4	1	1	1/16		1/16	1		1	79		1259
78	78	0	0	4/4	2	1	1		1	1		-2	58		1284
78	78	0	0	4/4	2	1	1		1	1		-1	65		1284
78	78	0	0	4/4	2	1	1		1	1		1	67		1284
78	78	0	0	4/4	2	1	1		1	1		2	74		1284
78	78	0	0	4/4	1	1	1/16		1/16	1		1	91		1268
78	78	1/16	1/16	4/4	1	1	1/16		1/16	1		2	86		1269
78	78	1/8	1/8	4/4	1	1	1/16		1/16	1		0	84		1270
78	78	3/16	3/16	4/4	1	1	1/16		1/16	1		-2	82		1271
78	78	1/4	1/4	4/4	1	1	1/16		1/16	1		1	79		1272
78	78	5/16	5/16	4/4	1	1	1/16		1/16	1		2	74		1273
78	78	3/8	3/8	4/4	1	1	1/16		1/16	1		0	72		1274
78	78	7/16	7/16	4/4	1	1	1/16		1/16	1		-2	70		1275
78	78	1/2	1/2	4/4	1	1	1/16		1/16	1		-1	77		1276
78	78	9/16	9/16	4/4	1	1	1/16		1/16	1		1	79		1277
78	78	5/8	5/8	4/4	1	1	1/16		1/16	1		3	81		1278
78	78	11/16	11/16	4/4	1	1	1/16		1/16	1		-2	82		1279
78	78	3/4	3/4	4/4	1	1	1/16		1/16	1		0	84		1280
78	78	13/16	13/16	4/4	1	1	1/16		1/16	1		2	86		1281
78	78	7/8	7/8	4/4	1	1	1/16		1/16	1		4	88		1282
78	78	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	89		1283
79	79	0	0	4/4	2	1	1		1	1		1	55		1301
79	79	0	0	4/4	2	1	1		1	1		0	60		1301
79	79	0	0	4/4	2	1	1		1	1		2	62		1301
79	79	0	0	4/4	2	1	1		1	1		-2	70		1301
79	79	0	0	4/4	1	1	1/16		1/16	1		1	91		1285
79	79	1/16	1/16	4/4	1	1	1/16		1/16	1		2	86		1286
79	79	1/8	1/8	4/4	1	1	1/16		1/16	1		0	84		1287
79	79	3/16	3/16	4/4	1	1	1/16		1/16	1		-2	82		1288
79	79	1/4	1/4	4/4	1	1	1/16		1/16	1		1	79		1289
79	79	5/16	5/16	4/4	1	1	1/16		1/16	1		2	74		1290
79	79	3/8	3/8	4/4	1	1	1/16		1/16	1		0	72		1291
79	79	7/16	7/16	4/4	1	1	1/16		1/16	1		-2	70		1292
79	79	1/2	1/2	4/4	1	1	1/16		1/16	1		-1	77		1293
79	79	9/16	9/16	4/4	1	1	1/16		1/16	1		1	79		1294
79	79	5/8	5/8	4/4	1	1	1/16		1/16	1		3	81		1295
79	79	11/16	11/16	4/4	1	1	1/16		1/16	1		-2	82		1296
79	79	3/4	3/4	4/4	1	1	1/16		1/16	1		0	84		1297
79	79	13/16	13/16	4/4	1	1	1/16		1/16	1		2	86		1298
79	79	7/8	7/8	4/4	1	1	1/16		1/16	1		4	88		1299
79	79	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	89		1300
80	80	0	0	4/4	2	1	1		1	1		0	48		1318
80	80	0	0	4/4	2	1	1		1	1		1	55		1318
80	80	0	0	4/4	2	1	1		1	1		-2	58		1318
80	80	0	0	4/4	2	1	1		1	1		4	64		1318
80	80	0	0	4/4	1	1	1/16		1/16	1		1	91		1302
80	80	1/16	1/16	4/4	1	1	1/16		1/16	1		2	86		1303
80	80	1/8	1/8	4/4	1	1	1/16		1/16	1		0	84		1304
80	80	3/16	3/16	4/4	1	1	1/16		1/16	1		-2	82		1305
80	80	1/4	1/4	4/4	1	1	1/16		1/16	1		1	79		1306
80	80	5/16	5/16	4/4	1	1	1/16		1/16	1		2	74		1307
80	80	3/8	3/8	4/4	1	1	1/16		1/16	1		0	72		1308
80	80	7/16	7/16	4/4	1	1	1/16		1/16	1		-2	70		1309
80	80	1/2	1/2	4/4	1	1	1/16		1/16	1		1	79		1310
80	80	9/16	9/16	4/4	1	1	1/16		1/16	1		3	81		1311
80	80	5/8	5/8	4/4	1	1	1/16		1/16	1		-2	82		1312
80	80	11/16	11/16	4/4	1	1	1/16		1/16	1		0	84		1313
80	80	3/4	3/4	4/4	1	1	1/16		1/16	1		2	86		1314
80	80	13/16	13/16	4/4	1	1	1/16		1/16	1		4	88		1315
80	80	7/8	7/8	4/4	1	1	1/16		1/16	1		-1	89		1316
80	80	15/16	15/16	4/4	1	1	1/16		1/16	1		1	91		1317
81	81	0	0	4/4	2	2	1/8		1/8	1		-1	29		1330
81	81	0	0	4/4	2	2	1/8		1/8	1		-1	41		1330
81	81	0	0	4/4	1	1	1/8		1/8	1		3	81		1319
81	81	0	0	4/4	1	1	1/8		1/8	1		-1	89		1319
81	81	0	0	4/4	1	1	1/8		1/8	1		3	93		1319
81	81	1/8	1/8	4/4	2	2	1/8		1/8	1	1	0	48		1331
81	81	1/4	1/4	4/4	2	2	3/4		1/2	3/2	0	0	48		1332
81	81	1/4	1/4	4/4	2	1	1/2		1/2	1	1	3	57		1327
81	81	1/4	1/4	4/4	2	1	1/2		1/2	1	1	0	60		1327
81	81	1/4	1/4	4/4	1	1	1/4		1/4	1	1	-3	63		1320
81	81	1/4	1/4	4/4	1	1	1/4		1/4	1	1	1	67		1320
81	81	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	-3	63		1321
81	81	1/2	1/2	4/4	1	1	1/8		1/8	1	-1	1	67		1321
81	81	5/8	5/8	4/4	1	1	1/16		1/16	1		2	62		1322
81	81	5/8	5/8	4/4	1	1	1/16		1/16	1		-1	65		1322
81	81	11/16	11/16	4/4	1	1	1/16		1/16	1		-3	63		1323
81	81	11/16	11/16	4/4	1	1	1/16		1/16	1		1	67		1323
81	81	3/4	3/4	4/4	2	1	1/8		1/8	1	-1	3	57		1328
81	81	3/4	3/4	4/4	2	1	1/8		1/8	1	-1	0	60		1328
81	81	3/4	3/4	4/4	1	1	1/8		1/8	1		2	62		1324
81	81	3/4	3/4	4/4	1	1	1/8		1/8	1		-1	65		1324
81	81	7/8	7/8	4/4	2	1	1/8		1/8	1	1	-1	53		1329
81	81	7/8	7/8	4/4	2	1	1/8		1/8	1	1	3	57		1329
81	81	7/8	7/8	4/4	1	1	1/16		1/16	1		0	60		1325
81	81	7/8	7/8	4/4	1	1	1/16		1/16	1		-3	63		1325
81	81	15/16	15/16	4/4	1	1	1/16		1/16	1		2	62		1326
81	81	15/16	15/16	4/4	1	1	1/16		1/16	1		-1	65		1326
82	82	0	0	4/4	2	2	1/2		1/2	1	-1	0	48		1349
82	82	0	0	4/4	2	1	1/2		1/2	1	-1	-1	53		1346
82	82	0	0	4/4	2	1	1/2		1/2	1	-1	3	57		1346
82	82	0	0	4/4	1	1	1/8		1/8	1		0	60		1333
82	82	0	0	4/4	1	1	1/8		1/8	1		-3	63		1333
82	82	1/8	1/8	4/4	1	1	1/8		1/8	1		0	60		1334
82	82	1/8	1/8	4/4	1	2	3/8		1/4	3/2		0	60		1345
82	82	1/4	1/4	4/4	1	1	1/8		1/8	1		2	62		1335
82	82	3/8	3/8	4/4	1	1	1/8		1/8	1		-3	63		1336
82	82	1/2	1/2	4/4	2	2	1/2		1/2	1		0	48		1350
82	82	1/2	1/2	4/4	2	2	1/2		1/2	1		1	55		1350
82	82	1/2	1/2	4/4	2	2	1/2		1/2	1		-2	58		1350
82	82	1/2	1/2	4/4	2	1	1/4		1/4	1		4	64		1347
82	82	1/2	1/2	4/4	1	1	1/16		1/16	1		1	79		1337
