mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1 	1 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	62  	2
1 	1 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	1   	2  	62  	3
1 	1 	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	1   	1  	55  	4
1 	1 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	1   	1  	67  	1
1 	1 	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	1   	-2 	70  	0
2 	2 	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	-1  	1  	55  	18
2 	2 	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	-1  	2  	62  	16
2 	2 	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	-1  	1  	67  	11
2 	2 	0       	0       	4/4    	2    	1    	1/4     	1/4             	1     	-1  	-2 	70  	7
2 	2 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	19
2 	2 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	1  	67  	12
2 	2 	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	-2 	70  	8
2 	2 	1/4     	1/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	2  	74  	5
2 	2 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	1   	-1 	53  	20
2 	2 	1/2     	1/2     	4/4    	3    	1    	3/16    	1/8             	3/2   	    	2  	62  	13
2 	2 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	1   	2  	62  	17
2 	2 	1/2     	1/2     	4/4    	2    	1    	3/8     	1/4             	3/2   	    	3  	69  	9
2 	2 	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	    	2  	74  	6
2 	2 	11/16   	11/16   	4/4    	3    	1    	1/16    	1/16            	1     	    	4  	64  	14
2 	2 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	1   	-1 	65  	15
2 	2 	7/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	3  	69  	10
3 	3 	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	-1  	-1 	53  	32
3 	3 	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	-1  	2  	62  	29
3 	3 	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	-1  	-1 	65  	26
3 	3 	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	3  	69  	24
3 	3 	0       	0       	4/4    	1    	1    	3/4     	1/2             	3/2   	    	2  	74  	21
3 	3 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	-1 	53  	33
3 	3 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	62  	30
3 	3 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	-1 	65  	27
3 	3 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	57  	34
3 	3 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	0  	60  	31
3 	3 	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	-1 	65  	28
3 	3 	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	0  	72  	25
3 	3 	3/4     	3/4     	4/4    	1    	1    	1/8     	1/8             	1     	    	2  	74  	22
3 	3 	7/8     	7/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	2  	74  	23
4 	4 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	1  	55  	42
4 	4 	0       	0       	4/4    	4    	1    	3/8     	1/4             	3/2   	    	5  	59  	39
4 	4 	0       	0       	4/4    	3    	1    	1       	1               	1     	    	1  	67  	38
4 	4 	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	0  	72  	36
4 	4 	0       	0       	4/4    	1    	1    	1       	1               	1     	    	2  	74  	35
4 	4 	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	0  	60  	40
4 	4 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	2  	62  	41
4 	4 	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	5  	71  	37
5 	5 	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	0  	48  	51
5 	5 	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	4  	64  	49
5 	5 	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	1  	67  	47
5 	5 	0       	0       	4/4    	1    	1    	1/2     	1/2             	1     	    	0  	72  	43
5 	5 	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	0  	72  	45
5 	5 	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	-1 	53  	52
5 	5 	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	0  	60  	50
5 	5 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	-1 	65  	48
5 	5 	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	3  	69  	46
5 	5 	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	0  	72  	44
6 	6 	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	-1 	53  	69
6 	6 	0       	0       	4/4    	4    	1    	3/8     	1/4             	3/2   	    	0  	60  	65
6 	6 	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	    	-1 	65  	61
6 	6 	0       	0       	4/4    	2    	1    	1/4     	1/4             	1     	    	3  	69  	57
6 	6 	0       	0       	4/4    	1    	1    	3/8     	1/4             	3/2   	    	0  	72  	53
6 	6 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	-1 	53  	70
6 	6 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	0  	60  	62
6 	6 	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	-1 	65  	58
6 	6 	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	0  	60  	66
6 	6 	3/8     	3/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	3  	69  	54
6 	6 	1/2     	1/2     	4/4    	5    	1    	1/4     	1/4             	1     	    	-3 	51  	71
6 	6 	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	55  	67
6 	6 	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	-3 	63  	63
6 	6 	1/2     	1/2     	4/4    	2    	1    	1/4     	1/4             	1     	    	1  	67  	59
6 	6 	1/2     	1/2     	4/4    	1    	1    	1/4     	1/4             	1     	    	-2 	70  	55
6 	6 	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	-3 	51  	72
6 	6 	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	55  	68
6 	6 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	-2 	58  	64
6 	6 	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	1  	67  	56
6 	6 	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	1  	67  	60
7 	7 	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	50  	85
7 	7 	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	2  	50  	89
7 	7 	0       	0       	4/4    	3    	1    	3/8     	1/4             	3/2   	    	2  	62  	81
7 	7 	0       	0       	4/4    	2    	1    	3/8     	1/4             	3/2   	    	6  	66  	77
7 	7 	0       	0       	4/4    	1    	1    	3/8     	1/4             	3/2   	    	3  	69  	73
7 	7 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	2  	50  	90
7 	7 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	3  	57  	86
7 	7 	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	2  	62  	82
7 	7 	3/8     	3/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	6  	66  	78
7 	7 	3/8     	3/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	3  	69  	74
7 	7 	1/2     	1/2     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	43  	91
7 	7 	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	55  	87
7 	7 	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	2  	62  	83
7 	7 	1/2     	1/2     	4/4    	2    	1    	3/8     	1/4             	3/2   	    	1  	67  	79
7 	7 	1/2     	1/2     	4/4    	1    	1    	3/8     	1/4             	3/2   	    	-2 	70  	75
7 	7 	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	43  	92
7 	7 	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	55  	88
7 	7 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	2  	62  	84
7 	7 	7/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	3  	69  	80
7 	7 	7/8     	7/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	0  	72  	76
8 	8 	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	2  	50  	102
8 	8 	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	100
8 	8 	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	2  	62  	98
8 	8 	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	6  	66  	96
