mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1 	1 	0       	0       	4/4    	5    	1    	3/4     	1/2             	3/2   	    	2  	50  	1
1 	1 	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	1   	3  	69  	0
1 	1 	3/4     	3/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	0  	48  	2
1 	1 	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	5  	47  	3
2 	2 	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	45  	7
2 	2 	0       	0       	4/4    	1    	1    	3/4     	1/2             	3/2   	-1  	3  	69  	4
2 	2 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	2  	38  	8
2 	2 	3/4     	3/4     	4/4    	1    	1    	1/8     	1/8             	1     	    	1  	67  	5
2 	2 	7/8     	7/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	-1 	65  	6
3 	3 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	3  	45  	10
3 	3 	0       	0       	4/4    	1    	1    	1       	1               	1     	    	4  	64  	9
4 	4 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	2  	50  	12
4 	4 	0       	0       	4/4    	1    	1    	1       	1               	1     	    	2  	62  	11
5 	5 	0       	0       	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	25
5 	5 	0       	0       	4/4    	4    	1    	1/8     	1/8             	1     	    	6  	66  	19
5 	5 	0       	0       	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	69  	13
5 	5 	1/8     	1/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	26
5 	5 	1/8     	1/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	6  	66  	20
5 	5 	1/8     	1/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	69  	14
5 	5 	1/4     	1/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	27
5 	5 	1/4     	1/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	6  	66  	21
5 	5 	1/4     	1/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	69  	15
5 	5 	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	28
5 	5 	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	6  	66  	22
5 	5 	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	69  	16
5 	5 	1/2     	1/2     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	43  	29
5 	5 	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	67  	23
5 	5 	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	-2 	70  	17
5 	5 	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	43  	30
5 	5 	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	67  	24
5 	5 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	-2 	70  	18
6 	6 	0       	0       	4/4    	5    	1    	1/8     	1/8             	1     	    	4  	52  	43
6 	6 	0       	0       	4/4    	4    	1    	1/8     	1/8             	1     	    	8  	68  	37
6 	6 	0       	0       	4/4    	3    	1    	1/8     	1/8             	1     	    	5  	71  	31
6 	6 	1/8     	1/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	4  	52  	44
