mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1 	1 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	8
1 	1 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	62  	6
1 	1 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	1  	67  	4
1 	1 	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	5  	71  	2
1 	1 	1/4     	1/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	2  	74  	0
1 	1 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	0  	48  	9
1 	1 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	0  	60  	7
1 	1 	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	1  	67  	5
1 	1 	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	0  	72  	3
1 	1 	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	    	-3 	75  	1
2 	2 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	-2 	46  	14
2 	2 	0       	0       	4/4    	4    	1    	1       	1               	1     	    	-1 	65  	13
2 	2 	0       	0       	4/4    	3    	1    	1       	1               	1     	    	-2 	70  	12
2 	2 	0       	0       	4/4    	2    	1    	1       	1               	1     	    	2  	74  	11
2 	2 	0       	0       	4/4    	1    	1    	1       	1               	1     	    	-1 	77  	10
3 	3 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	-2 	58  	23
3 	3 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	62  	21
3 	3 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	-2 	70  	19
3 	3 	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	2  	74  	17
3 	3 	1/4     	1/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	-1 	77  	15
3 	3 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	-3 	51  	24
3 	3 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	1  	67  	22
3 	3 	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	-2 	70  	20
3 	3 	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	-3 	75  	18
3 	3 	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	    	1  	79  	16
4 	4 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	2  	50  	29
4 	4 	0       	0       	4/4    	4    	1    	1       	1               	1     	1   	-1 	65  	28
4 	4 	0       	0       	4/4    	3    	1    	1       	1               	1     	1   	2  	74  	27
4 	4 	0       	0       	4/4    	2    	1    	1       	1               	1     	1   	-1 	77  	26
4 	4 	0       	0       	4/4    	1    	1    	1       	1               	1     	1   	3  	81  	25
5 	5 	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	5  	47  	42
5 	5 	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	-1  	-1 	65  	39
5 	5 	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	-1  	2  	74  	36
5 	5 	0       	0       	4/4    	2    	1    	1/4     	1/4             	1     	-1  	-1 	77  	33
5 	5 	0       	0       	4/4    	1    	1    	1/4     	1/4             	1     	-1  	3  	81  	30
5 	5 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	67  	40
5 	5 	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	2  	74  	34
5 	5 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	2  	74  	37
5 	5 	1/4     	1/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	1  	79  	31
5 	5 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	0  	48  	43
