mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
4 	4 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	5  	59  	29
4 	4 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	62  	31
4 	4 	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	1   	3  	57  	30
4 	4 	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	7  	61  	32
4 	4 	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	35
4 	4 	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	5  	59  	33
4 	4 	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	5  	71  	26
5 	5 	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	-1 	53  	48
5 	5 	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	-1  	3  	57  	42
5 	5 	0       	0       	4/4    	4    	1    	3/4     	1/2             	3/2   	    	3  	57  	46
5 	5 	0       	0       	4/4    	1    	1    	1/4     	1/4             	1     	    	0  	72  	36
5 	5 	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	4  	52  	49
5 	5 	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	4  	64  	43
5 	5 	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	1  	67  	39
5 	5 	1/4     	1/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	7  	73  	37
5 	5 	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	2  	50  	50
5 	5 	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	-1 	65  	44
5 	5 	1/2     	1/2     	4/4    	2    	1    	1/4     	1/4             	1     	    	3  	69  	40
5 	5 	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	1   	2  	74  	38
5 	5 	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	0  	60  	47
5 	5 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	6  	66  	45
5 	5 	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	3  	69  	41
6 	6 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	1  	43  	60
6 	6 	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	-2 	58  	57
6 	6 	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	1  	67  	55
6 	6 	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	-2 	70  	53
6 	6 	0       	0       	4/4    	1    	1    	1/2     	1/2             	1     	-1  	2  	74  	51
6 	6 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	3  	57  	58
6 	6 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	1   	1  	55  	59
6 	6 	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	2  	62  	54
6 	6 	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	2  	62  	56
6 	6 	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	-1 	65  	52
7 	7 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	3  	45  	69
7 	7 	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	-1  	1  	55  	66
7 	7 	0       	0       	4/4    	3    	1    	1       	1               	1     	    	3  	57  	65
7 	7 	0       	0       	4/4    	2    	1    	1/4     	1/4             	1     	    	7  	61  	62
7 	7 	0       	0       	4/4    	1    	1    	1       	1               	1     	    	4  	64  	61
7 	7 	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	-1 	53  	67
7 	7 	1/4     	1/4     	4/4    	2    	1    	1/2     	1/2             	1     	    	2  	62  	63
7 	7 	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	4  	52  	68
7 	7 	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	7  	61  	64
8 	8 	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	2  	50  	73
8 	8 	0       	0       	4/4    	5    	1    	1       	1               	1     	    	2  	50  	77
8 	8 	0       	0       	4/4    	3    	1    	1       	1               	1     	    	3  	57  	72
8 	8 	0       	0       	4/4    	2    	1    	1       	1               	1     	    	2  	62  	71
8 	8 	0       	0       	4/4    	1    	1    	1/2     	1/2             	1     	    	6  	66  	70
8 	8 	5/8     	5/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	2  	62  	74
8 	8 	3/4     	3/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	2  	62  	75
8 	8 	7/8     	7/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	2  	62  	76
9 	9 	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	-2 	58  	83
9 	9 	1/8     	1/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	1  	55  	78
9 	9 	1/8     	1/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	1  	55  	85
9 	9 	1/4     	1/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	1  	55  	86
9 	9 	1/4     	1/4     	4/4    	4    	1    	3/4     	1/2             	3/2   	    	1  	55  	84
9 	9 	1/4     	1/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	2  	62  	79
9 	9 	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	1  	55  	87
9 	9 	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	-2 	58  	80
9 	9 	1/2     	1/2     	4/4    	5    	1    	3/8     	1/4             	3/2   	    	-3 	51  	88
9 	9 	1/2     	1/2     	4/4    	3    	1    	3/8     	1/4             	3/2   	    	3  	57  	81
9 	9 	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	-3 	51  	89
9 	9 	7/8     	7/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	1  	55  	82
10	10	0       	0       	4/4    	5    	1    	3/8     	1/4             	3/2   	    	2  	50  	94
10	10	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	6  	54  	92
10	10	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	3  	57  	90
10	10	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	95
10	10	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	1   	2  	50  	96
10	10	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	6  	54  	93
10	10	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	3  	57  	91
11	11	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	-1  	2  	50  	103
11	11	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	6  	54  	100
11	11	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	    	3  	57  	97
11	11	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	55  	101
11	11	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	104
11	11	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	-2 	58  	98
11	11	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	-1 	53  	105
11	11	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	102
11	11	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	0  	60  	99
12	12	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	-1 	53  	115
12	12	0       	0       	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	110
12	12	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	0  	60  	106
12	12	1/8     	1/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	111
12	12	1/4     	1/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	112
12	12	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	113
12	12	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	2  	62  	114
12	12	5/8     	5/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	-1 	53  	116
12	12	5/8     	5/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	107
12	12	3/4     	3/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	-1 	53  	117
12	12	3/4     	3/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	108
12	12	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	-1 	53  	118
12	12	7/8     	7/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	109
13	13	0       	0       	4/4    	5    	1    	3/8     	1/4             	3/2   	    	4  	52  	124
13	13	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	1  	55  	122
13	13	0       	0       	4/4    	3    	1    	3/8     	1/4             	3/2   	    	2  	62  	119
13	13	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	4  	52  	125
13	13	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	7  	61  	120
13	13	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	2  	50  	126
13	13	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	123
13	13	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	2  	62  	121
14	14	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	1   	2  	50  	136
14	14	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	132
14	14	0       	0       	4/4    	3    	1    	1/8     	1/8             	1     	    	2  	62  	127
14	14	1/8     	1/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	128
14	14	1/4     	1/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	129
14	14	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	130
14	14	1/2     	1/2     	4/4    	5    	1    	1/8     	1/8             	1     	-1  	2  	50  	137
14	14	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	1   	4  	64  	131
14	14	5/8     	5/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	7  	49  	138
14	14	5/8     	5/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	133
14	14	3/4     	3/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	7  	49  	139
14	14	3/4     	3/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	134
14	14	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	7  	49  	140
14	14	7/8     	7/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	135
15	15	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	2  	50  	147
15	15	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	5  	59  	144
15	15	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	-1  	4  	64  	141
15	15	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	2  	50  	148
15	15	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	5  	59  	145
15	15	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	2  	62  	142
15	15	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	57  	149
15	15	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	7  	61  	146
15	15	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	4  	64  	143
16	16	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	57  	154
16	16	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	7  	61  	153
16	16	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	4  	64  	152
16	16	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	1   	3  	57  	155
16	16	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	6  	66  	151
16	16	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	3  	69  	150
17	17	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	-1  	3  	57  	160
17	17	0       	0       	4/4    	2    	1    	3/4     	1/2             	3/2   	    	1  	67  	158
17	17	0       	0       	4/4    	1    	1    	3/4     	1/2             	3/2   	    	-2 	70  	156
17	17	1/4     	1/4     	4/4    	5    	1    	1/2     	1/2             	1     	    	1  	55  	161
17	17	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	162
17	17	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	2  	62  	159
17	17	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	-1 	65  	157
18	18	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	169
18	18	0       	0       	4/4    	2    	1    	3/8     	1/4             	3/2   	    	2  	62  	166
18	18	0       	0       	4/4    	1    	1    	3/8     	1/4             	3/2   	    	-1 	65  	163
18	18	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	170
18	18	3/8     	3/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	2  	62  	167
18	18	3/8     	3/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	164
18	18	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	57  	171
18	18	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	7  	61  	168
18	18	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	    	4  	64  	165
19	19	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	57  	188
19	19	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	7  	61  	176
19	19	0       	0       	4/4    	1    	1    	1/2     	1/2             	1     	    	4  	64  	172
19	19	1/8     	1/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	183
19	19	1/4     	1/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	184
19	19	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	185
19	19	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	-1 	53  	186
19	19	5/8     	5/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	189
19	19	5/8     	5/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	180
19	19	5/8     	5/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	2  	62  	173
19	19	5/8     	5/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	2  	62  	177
19	19	3/4     	3/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	190
19	19	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	1   	2  	50  	187
19	19	3/4     	3/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	181
19	19	3/4     	3/4     	4/4    	2    	1    	1/8     	1/8             	1     	    	2  	62  	178
19	19	3/4     	3/4     	4/4    	1    	1    	1/8     	1/8             	1     	    	3  	69  	174
19	19	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	2  	50  	191
19	19	7/8     	7/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	3  	57  	182
19	19	7/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	2  	62  	179
19	19	7/8     	7/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	-1 	65  	175
20	20	0       	0       	4/4    	5    	1    	3/8     	1/4             	3/2   	    	-2 	46  	203
20	20	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	-1  	2  	50  	201
20	20	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	    	3  	57  	198
20	20	0       	0       	4/4    	2    	1    	3/8     	1/4             	3/2   	    	2  	62  	195
20	20	0       	0       	4/4    	1    	1    	3/8     	1/4             	3/2   	    	4  	64  	192
20	20	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	1  	55  	199
20	20	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	-2 	46  	204
20	20	3/8     	3/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	2  	62  	193
20	20	3/8     	3/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	2  	62  	196
20	20	1/2     	1/2     	4/4    	5    	1    	3/8     	1/4             	3/2   	    	3  	45  	205
20	20	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	4  	52  	200
20	20	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	202
20	20	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	7  	61  	197
20	20	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	    	4  	64  	194
20	20	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	3  	45  	206
21	21	0       	0       	4/4    	5    	1    	3/4     	1/2             	3/2   	    	3  	45  	219
21	21	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	4  	52  	216
21	21	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	3  	57  	213
21	21	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	7  	61  	210
21	21	1/4     	1/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	4  	64  	207
21	21	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	4  	52  	217
21	21	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	3  	57  	214
21	21	1/2     	1/2     	4/4    	2    	1    	1/4     	1/4             	1     	    	7  	61  	211
21	21	1/2     	1/2     	4/4    	1    	1    	1/4     	1/4             	1     	    	4  	64  	208
21	21	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	50  	218
21	21	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	2  	50  	220
21	21	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	3  	57  	215
21	21	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	2  	62  	212
21	21	3/4     	3/4     	4/4    	1    	1    	1/4     	1/4             	1     	    	-1 	65  	209
22	22	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	0  	48  	232
22	22	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	1  	55  	230
22	22	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	0  	60  	228
22	22	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	4  	64  	223
22	22	0       	0       	4/4    	1    	1    	1/2     	1/2             	1     	    	1  	67  	221
22	22	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	    	0  	48  	233
22	22	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	1  	55  	231
22	22	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	0  	60  	229
22	22	1/2     	1/2     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	224
22	22	1/2     	1/2     	4/4    	1    	1    	1/2     	1/2             	1     	    	1  	67  	222
22	22	5/8     	5/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	225
22	22	3/4     	3/4     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	226
22	22	7/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	227
23	23	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	3  	69  	239
23	23	1/8     	1/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	0  	48  	251
23	23	1/8     	1/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	4  	52  	246
23	23	1/8     	1/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	60  	241
23	23	1/8     	1/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	234
23	23	1/4     	1/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	0  	48  	252
23	23	1/4     	1/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	4  	52  	247
23	23	1/4     	1/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	60  	242
23	23	1/4     	1/4     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	235
23	23	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	0  	48  	253
23	23	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	4  	52  	248
23	23	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	60  	243
23	23	3/8     	3/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	236
23	23	1/2     	1/2     	4/4    	5    	1    	3/8     	1/4             	3/2   	    	5  	47  	254
23	23	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	6  	54  	249
23	23	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	2  	62  	244
23	23	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	2  	62  	240
23	23	1/2     	1/2     	4/4    	1    	1    	3/8     	1/4             	3/2   	    	3  	69  	237
23	23	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	2  	50  	250
23	23	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	5  	59  	245
23	23	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	5  	47  	255
23	23	7/8     	7/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	8  	68  	238
24	24	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	3  	45  	267
24	24	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	265
24	24	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	7  	61  	263
24	24	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	4  	64  	261
24	24	0       	0       	4/4    	1    	1    	1/2     	1/2             	1     	    	3  	69  	256
24	24	1/2     	1/2     	4/4    	5    	1    	1/2     	1/2             	1     	1   	3  	45  	268
24	24	1/2     	1/2     	4/4    	4    	1    	1/2     	1/2             	1     	    	3  	57  	266
24	24	1/2     	1/2     	4/4    	3    	1    	1/2     	1/2             	1     	    	7  	61  	264
24	24	1/2     	1/2     	4/4    	2    	1    	1/2     	1/2             	1     	    	4  	64  	262
24	24	1/2     	1/2     	4/4    	1    	1    	1/8     	1/8             	1     	    	3  	69  	257
24	24	5/8     	5/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	258
24	24	3/4     	3/4     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	259
24	24	7/8     	7/8     	4/4    	1    	1    	1/8     	1/8             	1     	    	4  	64  	260
25	25	0       	0       	4/4    	5    	1    	1/8     	1/8             	1     	-1  	3  	45  	286
25	25	0       	0       	4/4    	1    	1    	3/4     	1/2             	3/2   	    	5  	71  	269
25	25	1/8     	1/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	8  	44  	287
25	25	1/8     	1/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	4  	52  	281
25	25	1/8     	1/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	5  	59  	276
25	25	1/8     	1/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	271
25	25	1/4     	1/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	8  	44  	288
25	25	1/4     	1/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	4  	52  	282
25	25	1/4     	1/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	5  	59  	277
25	25	1/4     	1/4     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	272
25	25	3/8     	3/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	8  	44  	289
25	25	3/8     	3/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	4  	52  	283
25	25	3/8     	3/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	5  	59  	278
25	25	3/8     	3/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	4  	64  	273
25	25	1/2     	1/2     	4/4    	5    	1    	3/8     	1/4             	3/2   	    	3  	45  	290
25	25	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	3  	57  	284
25	25	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	7  	61  	279
25	25	1/2     	1/2     	4/4    	2    	1    	1/4     	1/4             	1     	    	6  	66  	274
25	25	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	3  	57  	285
25	25	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	7  	61  	280
25	25	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	6  	66  	275
