mc 	mn 	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1  	0  	0       	3/4     	4/4    	2    	1    	1/8     	1/8             	1     	    	0  	48  	0
1  	0  	0       	3/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	48  	2
1  	0  	0       	3/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	0  	60  	4
1  	0  	0       	3/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	0  	60  	6
1  	0  	1/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	0  	48  	1
1  	0  	1/8     	7/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	48  	3
1  	0  	1/8     	7/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	0  	60  	5
1  	0  	1/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	0  	60  	7
2  	1  	0       	0       	4/4    	2    	1    	1/4     	1/4             	1     	    	0  	48  	8
2  	1  	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	    	0  	48  	14
2  	1  	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	0  	60  	20
2  	1  	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	0  	60  	26
2  	1  	1/4     	1/4     	4/4    	2    	1    	3/16    	1/8             	3/2   	    	0  	48  	9
2  	1  	1/4     	1/4     	4/4    	3    	1    	3/16    	1/8             	3/2   	    	0  	48  	15
2  	1  	1/4     	1/4     	4/4    	4    	1    	3/16    	1/8             	3/2   	    	5  	59  	21
2  	1  	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	5  	59  	27
2  	1  	7/16    	7/16    	4/4    	2    	1    	1/16    	1/16            	1     	    	0  	48  	10
2  	1  	7/16    	7/16    	4/4    	3    	1    	1/16    	1/16            	1     	    	0  	48  	16
2  	1  	7/16    	7/16    	4/4    	4    	1    	1/16    	1/16            	1     	    	3  	57  	22
2  	1  	1/2     	1/2     	4/4    	2    	1    	1/4     	1/4             	1     	    	0  	48  	11
2  	1  	1/2     	1/2     	4/4    	3    	1    	1/4     	1/4             	1     	    	0  	48  	17
2  	1  	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	3  	57  	23
2  	1  	1/2     	1/2     	4/4    	5    	1    	1/4     	1/4             	1     	    	3  	57  	28
2  	1  	3/4     	3/4     	4/4    	2    	1    	1/8     	1/8             	1     	    	0  	48  	12
2  	1  	3/4     	3/4     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	48  	18
2  	1  	3/4     	3/4     	4/4    	4    	1    	1/8     	1/8             	1     	    	3  	57  	24
2  	1  	3/4     	3/4     	4/4    	5    	1    	1/8     	1/8             	1     	    	3  	57  	29
2  	1  	7/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	5  	47  	13
2  	1  	7/8     	7/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	0  	48  	19
2  	1  	7/8     	7/8     	4/4    	4    	1    	1/8     	1/8             	1     	    	1  	55  	25
2  	1  	7/8     	7/8     	4/4    	5    	1    	1/8     	1/8             	1     	    	1  	55  	30
3  	2  	0       	0       	4/4    	2    	1    	1/4     	1/4             	1     	    	3  	45  	31
3  	2  	0       	0       	4/4    	3    	1    	1/4     	1/4             	1     	    	0  	48  	35
3  	2  	0       	0       	4/4    	4    	1    	1/4     	1/4             	1     	    	-1 	53  	39
3  	2  	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	-1 	53  	43
3  	2  	1/4     	1/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	0  	48  	32
3  	2  	1/4     	1/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	4  	52  	36
3  	2  	1/4     	1/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	4  	52  	40
3  	2  	1/4     	1/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	4  	52  	44
3  	2  	1/2     	1/2     	4/4    	2    	1    	3/8     	1/4             	3/2   	    	0  	48  	33
3  	2  	1/2     	1/2     	4/4    	3    	1    	3/8     	1/4             	3/2   	    	2  	50  	37
3  	2  	1/2     	1/2     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	55  	41
3  	2  	1/2     	1/2     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	55  	45
3  	2  	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	1  	43  	42
3  	2  	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	1  	43  	46
3  	2  	7/8     	7/8     	4/4    	2    	1    	1/8     	1/8             	1     	    	5  	47  	34
3  	2  	7/8     	7/8     	4/4    	3    	1    	1/8     	1/8             	1     	    	2  	50  	38
4  	3  	0       	0       	4/4    	2    	1    	1/2     	1/2             	1     	    	0  	48  	47
4  	3  	0       	0       	4/4    	3    	1    	1/2     	1/2             	1     	    	0  	48  	49
4  	3  	0       	0       	4/4    	4    	1    	1/2     	1/2             	1     	    	0  	48  	51
4  	3  	0       	0       	4/4    	5    	1    	1/2     	1/2             	1     	    	0  	48  	53
4  	3  	3/4     	3/4     	4/4    	2    	1    	1/4     	1/4             	1     	    	4  	40  	48
4  	3  	3/4     	3/4     	4/4    	3    	1    	1/4     	1/4             	1     	    	1  	43  	50
4  	3  	3/4     	3/4     	4/4    	4    	1    	1/4     	1/4             	1     	    	0  	48  	52
4  	3  	3/4     	3/4     	4/4    	5    	1    	1/4     	1/4             	1     	    	0  	48  	54
5  	4  	0       	0       	4/4    	2    	1    	3/16    	1/8             	3/2   	    	4  	40  	55
5  	4  	0       	0       	4/4    	3    	1    	3/16    	1/8             	3/2   	    	1  	43  	62
5  	4  	0       	0       	4/4    	4    	1    	3/16    	1/8             	3/2   	    	0  	48  	69
5  	4  	0       	0       	4/4    	5    	1    	1/4     	1/4             	1     	    	0  	48  	76
5  	4  	3/16    	3/16    	4/4    	2    	1    	1/16    	1/16            	1     	    	2  	38  	56
5  	4  	3/16    	3/16    	4/4    	3    	1    	1/16    	1/16            	1     	    	1  	43  	63
5  	4  	3/16    	3/16    	4/4    	4    	1    	1/16    	1/16            	1     	    	5  	47  	70
5  	4  	1/4     	1/4     	4/4    	2    	1    	3/16    	1/8             	3/2   	    	2  	38  	57
