	index	piece	corpus	year	chord_num	max_val	min_val	pieces_avg	corpus_year	corpus_avg	corpus_id	piece_id
0	85	op01n02b	corelli	1681	121	9	0	1.5702479338842976	1687.9615384615386	1.0662595134201536	1	1
1	86	op01n03a	corelli	1681	66	8	0	0.5454545454545454	1687.9615384615386	1.0662595134201536	1	2
2	87	op01n03b	corelli	1681	223	8	-2	0.6053811659192825	1687.9615384615386	1.0662595134201536	1	3
3	88	op01n04a	corelli	1681	52	9	-6	1.1538461538461537	1687.9615384615386	1.0662595134201536	1	4
4	89	op01n04b	corelli	1681	26	5	0	1.5	1687.9615384615386	1.0662595134201536	1	5
5	90	op01n04c	corelli	1681	117	9	-3	1.7008547008547008	1687.9615384615386	1.0662595134201536	1	6
6	91	op01n04d	corelli	1681	115	9	-5	1.5565217391304347	1687.9615384615386	1.0662595134201536	1	7
7	92	op01n05a	corelli	1681	90	9	-2	2.0555555555555554	1687.9615384615386	1.0662595134201536	1	8
8	93	op01n05b	corelli	1681	149	8	-2	0.6040268456375839	1687.9615384615386	1.0662595134201536	1	9
9	94	op01n05c	corelli	1681	59	8	-2	1.423728813559322	1687.9615384615386	1.0662595134201536	1	10
10	95	op01n05d	corelli	1681	117	8	0	1.358974358974359	1687.9615384615386	1.0662595134201536	1	11
11	96	op01n06a	corelli	1681	44	9	0	1.5454545454545454	1687.9615384615386	1.0662595134201536	1	12
12	97	op01n08a	corelli	1681	56	9	-5	2.25	1687.9615384615386	1.0662595134201536	1	13
13	98	op01n08c	corelli	1681	119	9	-6	0.8739495798319328	1687.9615384615386	1.0662595134201536	1	14
14	99	op01n10a	corelli	1681	45	5	-5	0.8222222222222222	1687.9615384615386	1.0662595134201536	1	15
15	100	op01n10b	corelli	1681	70	9	0	1.5714285714285714	1687.9615384615386	1.0662595134201536	1	16
16	101	op01n12b	corelli	1681	101	8	-2	0.900990099009901	1687.9615384615386	1.0662595134201536	1	17
17	102	op01n12d	corelli	1681	225	8	-4	0.3466666666666667	1687.9615384615386	1.0662595134201536	1	18
18	103	op03n02a	corelli	1689	68	8	-2	0.7205882352941176	1687.9615384615386	1.0662595134201536	1	19
19	104	op03n02b	corelli	1689	118	8	-7	0.6610169491525424	1687.9615384615386	1.0662595134201536	1	20
20	105	op03n02c	corelli	1689	91	9	-24	0.6593406593406593	1687.9615384615386	1.0662595134201536	1	21
21	106	op03n02d	corelli	1689	121	8	-3	0.8181818181818182	1687.9615384615386	1.0662595134201536	1	22
22	107	op03n03b	corelli	1689	62	6	-8	0.3548387096774194	1687.9615384615386	1.0662595134201536	1	23
23	108	op03n03c	corelli	1689	137	8	-8	0.6204379562043796	1687.9615384615386	1.0662595134201536	1	24
24	109	op03n03d	corelli	1689	240	8	-15	-0.07916666666666666	1687.9615384615386	1.0662595134201536	1	25
25	110	op03n04d	corelli	1689	171	9	-20	1.1754385964912282	1687.9615384615386	1.0662595134201536	1	26
26	111	op03n06b	corelli	1689	54	9	-15	1.0	1687.9615384615386	1.0662595134201536	1	27
27	112	op03n06d	corelli	1689	179	8	0	0.7374301675977654	1687.9615384615386	1.0662595134201536	1	28
28	113	op03n07a	corelli	1689	76	9	-5	1.855263157894737	1687.9615384615386	1.0662595134201536	1	29
29	114	op03n08b	corelli	1689	153	15	0	0.9084967320261438	1687.9615384615386	1.0662595134201536	1	30
