mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
58	58	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		1071
59	59	0	0	3/4	2	2	1/8		1/8	1		1	43		1089
59	59	0	0	3/4	1	1	1/8		1/8	1		-2	58		1078
59	59	0	0	3/4	1	1	1/8		1/8	1		2	62		1078
59	59	0	0	3/4	1	1	1/8		1/8	1		1	67		1078
59	59	1/8	1/8	3/4	2	2	1/8		1/8	1		3	45		1090
59	59	1/8	1/8	3/4	1	1	1/16		1/16	1		3	57		1079
59	59	1/8	1/8	3/4	1	1	1/16		1/16	1		2	62		1079
59	59	1/8	1/8	3/4	1	1	1/16		1/16	1		6	66		1079
59	59	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67		1080
59	59	1/4	1/4	3/4	2	2	1/4		1/4	1		-2	46		1091
59	59	1/4	1/4	3/4	2	1	1/2		1/2	1		1	55		1088
59	59	1/4	1/4	3/4	1	2	1/4		1/4	1	1	2	62		1083
59	59	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64		1081
59	59	1/2	1/2	3/4	2	2	1/4		1/4	1		3	45		1092
59	59	1/2	1/2	3/4	1	2	1/16		1/16	1	-1	2	62		1084
59	59	1/2	1/2	3/4	1	1	1/4		1/4	1		1	67		1082
59	59	9/16	9/16	3/4	1	2	1/16		1/16	1		7	61		1085
59	59	5/8	5/8	3/4	1	2	1/16		1/16	1		5	59		1086
59	59	11/16	11/16	3/4	1	2	1/16		1/16	1		7	61		1087
60	60	0	0	3/4	2	1	1/2		1/2	1		2	50		1098
60	60	0	0	3/4	1	1	1/8		1/8	1		3	57		1093
60	60	0	0	3/4	1	1	1/8		1/8	1		2	62		1093
60	60	0	0	3/4	1	1	1/8		1/8	1		6	66		1093
60	60	1/8	1/8	3/4	1	1	1/8		1/8	1		0	60		1094
60	60	1/8	1/8	3/4	1	1	1/8		1/8	1		3	69		1094
60	60	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64		1095
60	60	1/4	1/4	3/4	1	1	1/4		1/4	1		6	66		1095
60	60	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72		1095
60	60	1/2	1/2	3/4	2	1	1/4		1/4	1		1	43		1099
60	60	1/2	1/2	3/4	2	1	1/4		1/4	1		2	50		1099
60	60	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		1099
60	60	1/2	1/2	3/4	1	1	1/8		1/8	1		2	62		1096
60	60	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67		1096
60	60	1/2	1/2	3/4	1	1	1/8		1/8	1		5	71		1096
60	60	5/8	5/8	3/4	1	1	1/8		1/8	1		6	66		1097
60	60	5/8	5/8	3/4	1	1	1/8		1/8	1		5	71		1097
60	60	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74		1097
61	61	0	0	3/4	2	1	1/2		1/2	1		4	40		1111
61	61	0	0	3/4	2	1	1/2		1/2	1		5	47		1111
61	61	0	0	3/4	2	1	1/2		1/2	1		1	55		1111
61	61	0	0	3/4	1	1	1/4		1/4	1		3	69		1100
61	61	0	0	3/4	1	2	1/4		1/4	1		5	71		1105
61	61	0	0	3/4	1	1	1/4		1/4	1		6	78		1100
61	61	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67		1101
61	61	1/4	1/4	3/4	1	2	1/4		1/4	1		5	71		1106
61	61	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76		1101
61	61	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		1102
61	61	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74		1102
61	61	1/2	1/2	3/4	2	1	1/4		1/4	1		3	45		1112
61	61	1/2	1/2	3/4	1	2	1/16		1/16	1		4	64		1107
61	61	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67		1103
61	61	1/2	1/2	3/4	1	1	1/8		1/8	1		5	71		1103
61	61	9/16	9/16	3/4	1	2	1/16		1/16	1		2	62		1108
61	61	5/8	5/8	3/4	1	2	1/16		1/16	1		7	61		1109
61	61	5/8	5/8	3/4	1	1	1/8		1/8	1		4	64		1104
61	61	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67		1104
61	61	11/16	11/16	3/4	1	2	1/16		1/16	1		5	59		1110
62	62	0	0	3/4	2	1	3/16		1/8	3/2		2	50		1119
62	62	0	0	3/4	2	1	3/16		1/8	3/2		3	57		1119
62	62	0	0	3/4	1	1	3/16		1/8	3/2		2	62		1113
62	62	0	0	3/4	1	1	3/16		1/8	3/2		6	66		1113
62	62	3/16	3/16	3/4	2	1	1/16		1/16	1		3	45		1120
62	62	3/16	3/16	3/4	1	1	1/16		1/16	1		0	60		1114
62	62	3/16	3/16	3/4	1	1	1/16		1/16	1		-3	63		1114
62	62	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67		1114
62	62	1/4	1/4	3/4	2	1	3/16		1/8	3/2		2	50		1121
62	62	1/4	1/4	3/4	2	1	3/16		1/8	3/2		3	57		1121
62	62	1/4	1/4	3/4	1	1	3/16		1/8	3/2		2	62		1115
62	62	1/4	1/4	3/4	1	1	3/16		1/8	3/2		6	66		1115
62	62	7/16	7/16	3/4	2	1	1/16		1/16	1		3	45		1122
62	62	7/16	7/16	3/4	1	1	1/16		1/16	1		0	60		1116
62	62	7/16	7/16	3/4	1	1	1/16		1/16	1		-3	63		1116
62	62	7/16	7/16	3/4	1	1	1/16		1/16	1		1	67		1116
62	62	1/2	1/2	3/4	2	1	1/8		1/8	1		2	50		1123
62	62	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57		1123
62	62	1/2	1/2	3/4	1	1	1/8		1/8	1		2	62		1117
62	62	1/2	1/2	3/4	1	1	1/8		1/8	1		6	66		1117
62	62	5/8	5/8	3/4	2	1	1/8		1/8	1		6	42		1124
62	62	5/8	5/8	3/4	1	1	1/8		1/8	1		0	60		1118
62	62	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63		1118
62	62	5/8	5/8	3/4	1	1	1/8		1/8	1		3	69		1118
63	63	0	0	3/4	2	1	1/8		1/8	1		1	43		1134
63	63	0	0	3/4	1	2	1/8		1/8	1		5	59		1132
63	63	0	0	3/4	1	2	1/8		1/8	1		2	62		1132
63	63	0	0	3/4	1	1	1/8		1/8	1		1	67		1125
63	63	1/8	1/8	3/4	2	1	1/8		1/8	1		3	45		1135
63	63	1/8	1/8	3/4	1	2	1/8		1/8	1		3	57		1133
63	63	1/8	1/8	3/4	1	2	1/8		1/8	1		2	62		1133
63	63	1/8	1/8	3/4	1	1	1/16		1/16	1		6	66		1126
63	63	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67		1127
63	63	1/4	1/4	3/4	2	1	1/8		1/8	1		5	47		1136
63	63	1/4	1/4	3/4	1	1	1/8		1/8	1		1	55		1128
63	63	1/4	1/4	3/4	1	1	1/8		1/8	1		2	62		1128
63	63	1/4	1/4	3/4	1	1	1/8		1/8	1		4	64		1128
63	63	3/8	3/8	3/4	2	1	1/8		1/8	1		7	49		1137
63	63	3/8	3/8	3/4	1	1	1/8		1/8	1		4	64		1129
63	63	3/8	3/8	3/4	1	1	1/8		1/8	1		1	67		1129
63	63	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71		1129
63	63	1/2	1/2	3/4	2	1	1/8		1/8	1		2	50		1138
63	63	1/2	1/2	3/4	1	1	1/8		1/8	1		7	61		1130
63	63	1/2	1/2	3/4	1	1	1/8		1/8	1		6	66		1130
63	63	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69		1130
63	63	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52		1139
63	63	5/8	5/8	3/4	1	1	1/8		1/8	1		5	59		1131
63	63	5/8	5/8	3/4	1	1	1/8		1/8	1		4	64		1131
63	63	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67		1131
64	64	0	0	3/4	2	1	1/8		1/8	1		6	54		1147
64	64	0	0	3/4	1	1	1/8		1/8	1		10	58		1140
64	64	0	0	3/4	1	1	1/8		1/8	1		7	61		1140
64	64	0	0	3/4	1	1	1/8		1/8	1		6	66		1140
64	64	1/8	1/8	3/4	2	1	1/8		1/8	1		1	55		1148
64	64	1/8	1/8	3/4	1	1	1/8		1/8	1		6	66		1141
64	64	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71		1141
64	64	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74		1141
64	64	1/4	1/4	3/4	2	1	1/8		1/8	1		3	57		1149
64	64	1/4	1/4	3/4	1	1	1/8		1/8	1		4	64		1142
64	64	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67		1142
64	64	1/4	1/4	3/4	1	1	1/8		1/8	1		7	73		1142
64	64	3/8	3/8	3/4	2	1	1/8		1/8	1		5	59		1150
64	64	3/8	3/8	3/4	1	1	1/8		1/8	1		2	62		1143
64	64	3/8	3/8	3/4	1	1	1/8		1/8	1		6	66		1143
64	64	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71		1143
64	64	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		1151
64	64	1/2	1/2	3/4	1	2	1/4		1/4	1		4	64		1146
64	64	1/2	1/2	3/4	1	2	1/4		1/4	1		1	67		1146
64	64	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69		1144
64	64	5/8	5/8	3/4	1	1	1/8		1/8	1		3	81		1145
65	65	0	0	3/4	2	1	1/8		1/8	1		2	62		1161
65	65	0	0	3/4	2	1	1/8		1/8	1		3	69		1161
65	65	0	0	3/4	1	2	3/16		1/8	3/2		2	74		1155
65	65	0	0	3/4	1	2	3/16		1/8	3/2		6	78		1155
65	65	0	0	3/4	1	1	1/2		1/2	1	1	3	81		1152
65	65	1/8	1/8	3/4	2	1	1/8		1/8	1		3	57		1162
65	65	3/16	3/16	3/4	1	2	1/16		1/16	1		-3	75		1156
65	65	3/16	3/16	3/4	1	2	1/16		1/16	1		1	79		1156
65	65	1/4	1/4	3/4	2	1	1/8		1/8	1		2	50		1163
65	65	1/4	1/4	3/4	1	2	3/16		1/8	3/2		2	74		1157
65	65	1/4	1/4	3/4	1	2	3/16		1/8	3/2		6	78		1157
65	65	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57		1164
65	65	7/16	7/16	3/4	1	2	1/16		1/16	1		-3	75		1158
65	65	7/16	7/16	3/4	1	2	1/16		1/16	1		1	79		1158
65	65	1/2	1/2	3/4	2	1	1/8		1/8	1		2	62		1165
65	65	1/2	1/2	3/4	1	2	1/8		1/8	1		2	74		1159
65	65	1/2	1/2	3/4	1	2	1/8		1/8	1		6	78		1159
65	65	1/2	1/2	3/4	1	1	1/8		1/8	1	-1	3	81		1153
65	65	5/8	5/8	3/4	2	1	1/8		1/8	1		6	54		1166
65	65	5/8	5/8	3/4	2	1	1/8		1/8	1		0	60		1166
65	65	5/8	5/8	3/4	2	1	1/8		1/8	1		-3	63		1166
65	65	5/8	5/8	3/4	2	1	1/8		1/8	1		3	69		1166
65	65	5/8	5/8	3/4	1	2	1/8		1/8	1		0	72		1160
65	65	5/8	5/8	3/4	1	2	1/8		1/8	1		-3	75		1160
65	65	5/8	5/8	3/4	1	1	1/8		1/8	1		3	81		1154
66	66	0	0	3/4	2	1	1/8		1/8	1		1	55		1174
66	66	0	0	3/4	2	1	1/8		1/8	1		-2	58		1174
66	66	0	0	3/4	2	1	1/8		1/8	1		2	62		1174
66	66	0	0	3/4	2	1	1/8		1/8	1		1	67		1174
66	66	0	0	3/4	1	2	1/8		1/8	1		-2	70		1172
66	66	0	0	3/4	1	2	1/8		1/8	1		2	74		1172
66	66	0	0	3/4	1	1	1/8		1/8	1		1	79		1167
66	66	1/8	1/8	3/4	2	1	1/8		1/8	1		3	57		1175
66	66	1/8	1/8	3/4	2	1	1/8		1/8	1		2	62		1175
66	66	1/8	1/8	3/4	2	1	1/8		1/8	1		6	66		1175
66	66	1/8	1/8	3/4	1	2	1/8		1/8	1		3	69		1173
66	66	1/8	1/8	3/4	1	2	1/8		1/8	1		2	74		1173
66	66	1/8	1/8	3/4	1	1	1/16		1/16	1		6	78		1168
66	66	3/16	3/16	3/4	1	1	1/16		1/16	1		1	79		1169
66	66	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		1176
66	66	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62		1176
66	66	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64		1176
66	66	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67		1170
66	66	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74		1170
66	66	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76		1170
66	66	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		1177
66	66	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64		1177
66	66	1/2	1/2	3/4	2	1	1/4		1/4	1		1	67		1177
66	66	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70		1171
66	66	1/2	1/2	3/4	1	1	1/4		1/4	1		4	76		1171
66	66	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79		1171
67	67	0	0	3/4	2	1	1/2		1/2	1		2	62		1186
67	67	0	0	3/4	2	1	1/2		1/2	1		6	66		1186
67	67	0	0	3/4	1	2	1/4		1/4	1		3	69		1183
67	67	0	0	3/4	1	1	1/8		1/8	1		2	74		1178
67	67	0	0	3/4	1	1	1/8		1/8	1		6	78		1178
67	67	1/8	1/8	3/4	1	1	1/8		1/8	1		3	81		1179
67	67	1/4	1/4	3/4	2	2	1/4		1/4	1		3	57		1188
67	67	1/4	1/4	3/4	1	2	1/4		1/4	1		0	72		1184
67	67	1/4	1/4	3/4	1	1	1/4		1/4	1		6	78		1180
67	67	1/4	1/4	3/4	1	1	1/4		1/4	1		0	84		1180
67	67	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55		1189
67	67	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59		1187
67	67	1/2	1/2	3/4	1	2	1/4		1/4	1	1	1	67		1185
67	67	1/2	1/2	3/4	1	1	1/8		1/8	1	1	5	71		1181
67	67	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74		1182
68	68	0	0	3/4	2	2	3/4		1/2	3/2		3	45		1198
68	68	0	0	3/4	2	2	3/4		1/2	3/2		4	52		1198
68	68	0	0	3/4	2	1	1/2		1/2	1		5	59		1196
68	68	0	0	3/4	1	2	1/2		1/2	1	-1	1	67		1195
68	68	0	0	3/4	1	2	1/2		1/2	1	-1	5	71		1195
68	68	0	0	3/4	1	1	1/4		1/4	1		6	78		1190
68	68	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76		1191
68	68	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74		1192
68	68	1/2	1/2	3/4	2	1	1/4		1/4	1		7	61		1197
68	68	1/2	1/2	3/4	1	1	1/8		1/8	1		1	67		1193
68	68	1/2	1/2	3/4	1	1	1/8		1/8	1		5	71		1193
68	68	5/8	5/8	3/4	1	1	1/8		1/8	1		4	64		1194
68	68	5/8	5/8	3/4	1	1	1/8		1/8	1		1	67		1194
69	69	0	0	3/4	2	1	1/4		1/4	1		8	44		1204
69	69	0	0	3/4	1	1	1/4		1/4	1		5	59		1199
69	69	0	0	3/4	1	1	1/4		1/4	1		2	62		1199
69	69	0	0	3/4	1	1	1/4		1/4	1		6	66		1199
69	69	1/4	1/4	3/4	2	1	1/8		1/8	1		3	45		1205
69	69	1/4	1/4	3/4	1	1	1/8		1/8	1		8	56		1200
69	69	1/4	1/4	3/4	1	1	1/8		1/8	1		7	61		1200
69	69	1/4	1/4	3/4	1	1	1/8		1/8	1		4	64		1200
69	69	3/8	3/8	3/4	2	1	1/8		1/8	1		5	47		1206
69	69	3/8	3/8	3/4	1	1	1/8		1/8	1		6	54		1201
69	69	3/8	3/8	3/4	1	1	1/8		1/8	1		5	59		1201
69	69	3/8	3/8	3/4	1	1	1/8		1/8	1		2	62		1201
69	69	1/2	1/2	3/4	2	1	1/8		1/8	1		7	49		1207
69	69	1/2	1/2	3/4	1	1	1/8		1/8	1		11	53		1202
69	69	1/2	1/2	3/4	1	1	1/8		1/8	1		5	59		1202
69	69	1/2	1/2	3/4	1	1	1/8		1/8	1		7	61		1202
69	69	5/8	5/8	3/4	2	1	1/16		1/16	1		9	51		1208
69	69	5/8	5/8	3/4	1	1	1/8		1/8	1	1	5	59		1203
69	69	5/8	5/8	3/4	1	1	1/8		1/8	1		7	61		1203
69	69	5/8	5/8	3/4	1	1	1/8		1/8	1	1	8	68		1203
69	69	11/16	11/16	3/4	2	1	1/16		1/16	1		11	53		1209
70	70	0	0	3/4	2	1	1/4		1/4	1		6	54		1218
70	70	0	0	3/4	1	2	3/4		1/2	3/2	-1	5	59		1217
70	70	0	0	3/4	1	2	3/4		1/2	3/2		2	62		1217
70	70	0	0	3/4	1	1	1/8		1/8	1	-1	8	68		1210
70	70	1/8	1/8	3/4	1	1	1/24		1/16	2/3		6	66		1211
70	70	1/6	1/6	3/4	1	1	1/24		1/16	2/3		8	68		1212
70	70	5/24	5/24	3/4	1	1	1/24		1/16	2/3		3	69		1213
70	70	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56		1219
70	70	1/4	1/4	3/4	1	1	1/8		1/8	1		6	66		1214
70	70	3/8	3/8	3/4	1	1	1/4		1/4	1		4	64		1215
70	70	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57		1220
70	70	5/8	5/8	3/4	1	1	1/8		1/8	1		6	66		1216
71	71	0	0	3/4	2	1	1/4		1/4	1		5	59		1229
71	71	0	0	3/4	1	2	1/2		1/2	1		8	68		1226
71	71	0	0	3/4	1	1	1/4		1/4	1		2	74		1221
71	71	0	0	3/4	1	1	1/4		1/4	1		6	78		1221
71	71	1/4	1/4	3/4	2	1	1/8		1/8	1		7	61		1230
71	71	1/4	1/4	3/4	1	1	1/8		1/8	1		7	73		1222
71	71	1/4	1/4	3/4	1	1	1/8		1/8	1		4	76		1222
71	71	3/8	3/8	3/4	2	1	1/8		1/8	1		2	62		1231
71	71	3/8	3/8	3/4	1	1	1/8		1/8	1		5	71		1223
71	71	3/8	3/8	3/4	1	1	1/8		1/8	1		2	74		1223
71	71	1/2	1/2	3/4	2	1	1/8		1/8	1		4	64		1232
71	71	1/2	1/2	3/4	1	2	1/8		1/8	1		8	68		1227
71	71	1/2	1/2	3/4	1	2	1/8		1/8	1		5	71		1227
71	71	1/2	1/2	3/4	1	1	1/8		1/8	1		7	73		1224
71	71	5/8	5/8	3/4	2	1	1/8		1/8	1		11	65		1233
71	71	5/8	5/8	3/4	1	2	1/8		1/8	1	1	5	71		1228
71	71	5/8	5/8	3/4	1	2	1/8		1/8	1		7	73		1228
71	71	5/8	5/8	3/4	1	1	1/8		1/8	1	1	8	80		1225
72	72	0	0	3/4	2	1	3/4		1/2	3/2		6	66		1241
72	72	0	0	3/4	1	2	3/4		1/2	3/2	-1	5	71		1240
72	72	0	0	3/4	1	2	3/4		1/2	3/2		2	74		1240
72	72	0	0	3/4	1	1	1/8		1/8	1	-1	8	80		1234
72	72	1/8	1/8	3/4	1	1	1/8		1/8	1		6	78		1235
72	72	1/4	1/4	3/4	1	1	1/8		1/8	1		8	80		1236
72	72	3/8	3/8	3/4	1	1	1/8		1/8	1		3	81		1237
72	72	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78		1238
72	72	5/8	5/8	3/4	1	1	1/8		1/8	1		8	80		1239
73	73	0	0	3/4	2	1	1/4		1/4	1		-2	34		1245
73	73	0	0	3/4	2	1	1/4		1/4	1		-2	46		1245
73	73	0	0	3/4	1	1	1/4		1/4	1		-3	51		1242
73	73	0	0	3/4	1	1	1/4		1/4	1		1	55		1242
73	73	0	0	3/4	1	1	1/4		1/4	1		-2	58		1242
73	73	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		1246
73	73	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		1246
73	73	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		1246
73	73	1/4	1/4	3/4	2	1	1/4		1/4	1		1	67		1246
73	73	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70		1243
73	73	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75		1243
73	73	1/4	1/4	3/4	1	1	1/4		1/4	1		1	79		1243
73	73	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	82		1243
73	73	1/2	1/2	3/4	2	1	1/4		1/4	1	1	-2	46		1247
73	73	1/2	1/2	3/4	1	1	1/4		1/4	1	1	-3	51		1244
73	73	1/2	1/2	3/4	1	1	1/4		1/4	1	1	1	55		1244
73	73	1/2	1/2	3/4	1	1	1/4		1/4	1	1	-2	58		1244
74	74	0	0	3/4	2	1	1/4		1/4	1		-2	34		1252
74	74	0	0	3/4	2	1	1/4		1/4	1	-1	-2	46		1252
74	74	0	0	3/4	1	1	1/4		1/4	1	-1	-3	51		1248
74	74	0	0	3/4	1	1	1/4		1/4	1	-1	1	55		1248
74	74	0	0	3/4	1	1	1/4		1/4	1	-1	-2	58		1248
74	74	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55		1253
74	74	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58		1253
74	74	1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63		1253
74	74	1/4	1/4	3/4	2	1	1/4		1/4	1		1	67		1253
74	74	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70		1249
74	74	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75		1249
74	74	1/4	1/4	3/4	1	1	1/4		1/4	1		1	79		1249
74	74	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	82		1249
74	74	1/2	1/2	3/4	2	1	1/4		1/4	1	1	-2	46		1254
74	74	1/2	1/2	3/4	1	2	1/4		1/4	1	1	-3	51		1251
74	74	1/2	1/2	3/4	1	2	1/4		1/4	1	1	1	55		1251
74	74	1/2	1/2	3/4	1	1	1/4		1/4	1	1	-2	58		1250
75	75	0	0	3/4	2	1	1/8		1/8	1		-2	34		1267
75	75	0	0	3/4	2	1	1/8		1/8	1	-1	-2	46		1267
75	75	0	0	3/4	1	2	1/8		1/8	1	-1	-3	51		1266
75	75	0	0	3/4	1	2	1/8		1/8	1	-1	1	55		1266
75	75	0	0	3/4	1	1	1/16		1/16	1	-1	-2	58		1255
75	75	1/16	1/16	3/4	1	1	1/16		1/16	1		0	60		1256
75	75	1/8	1/8	3/4	1	1	1/16		1/16	1		2	62		1257
75	75	3/16	3/16	3/4	1	1	1/16		1/16	1		-3	63		1258
75	75	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	51		1268
75	75	1/4	1/4	3/4	2	1	1/8		1/8	1		1	55		1268
75	75	1/4	1/4	3/4	1	1	1/8		1/8	1		0	60		1259
75	75	3/8	3/8	3/4	1	1	0	grace16	1/16	1		0	60		1260
75	75	3/8	3/8	3/4	1	1	0	grace16	1/16	1		2	62		1261
75	75	3/8	3/8	3/4	1	1	1/16		1/16	1		0	60		1262
75	75	7/16	7/16	3/4	1	1	1/16		1/16	1		-2	58		1263
75	75	1/2	1/2	3/4	1	1	1/8		1/8	1		0	60		1264
75	75	1/2	1/2	3/4	2	1	1/8		1/8	1		1	67		1269
75	75	1/2	1/2	3/4	2	1	1/8		1/8	1		0	72		1269
75	75	1/2	1/2	3/4	2	1	1/8		1/8	1		-3	75		1269
75	75	5/8	5/8	3/4	1	1	1/8		1/8	1		-3	63		1265
76	76	0	0	3/4	2	1	1/8		1/8	1		-2	34		1282
76	76	0	0	3/4	2	1	1/8		1/8	1		-2	46		1282
76	76	0	0	3/4	1	1	1/16		1/16	1		2	62		1270
76	76	1/16	1/16	3/4	1	1	1/16		1/16	1		-3	63		1271
76	76	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	65		1272
76	76	3/16	3/16	3/4	1	1	1/16		1/16	1		1	67		1273
76	76	1/4	1/4	3/4	2	1	1/8		1/8	1		2	50		1283
76	76	1/4	1/4	3/4	2	1	1/8		1/8	1		1	55		1283
76	76	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58		1283
76	76	1/4	1/4	3/4	1	1	1/16		1/16	1		2	62		1274
76	76	5/16	5/16	3/4	1	1	1/32		1/32	1		2	62		1275
76	76	11/32	11/32	3/4	1	1	1/32		1/32	1		-3	63		1276
76	76	3/8	3/8	3/4	1	1	1/16		1/16	1		2	62		1277
76	76	7/16	7/16	3/4	1	1	1/16		1/16	1		0	60		1278
76	76	1/2	1/2	3/4	1	1	1/16		1/16	1		-2	58		1279
76	76	1/2	1/2	3/4	2	1	1/8		1/8	1		1	67		1284
76	76	1/2	1/2	3/4	2	1	1/8		1/8	1		-2	70		1284
76	76	1/2	1/2	3/4	2	1	1/8		1/8	1		2	74		1284
76	76	9/16	9/16	3/4	1	1	1/16		1/16	1		0	60		1280
76	76	5/8	5/8	3/4	1	1	1/8		1/8	1		2	62		1281
77	77	0	0	3/4	2	2	3/4		1/2	3/2		-2	46		1300
77	77	0	0	3/4	2	1	1/4		1/4	1		1	55		1297
77	77	0	0	3/4	1	2	1/4		1/4	1		-5	61		1296
77	77	0	0	3/4	1	1	1/16		1/16	1		-3	63		1285
77	77	1/16	1/16	3/4	1	1	1/16		1/16	1		-1	65		1286
77	77	1/8	1/8	3/4	1	1	1/16		1/16	1		1	67		1287
77	77	3/16	3/16	3/4	1	1	1/16		1/16	1		-4	68		1288
77	77	1/4	1/4	3/4	2	1	1/4		1/4	1		-4	56		1298
77	77	1/4	1/4	3/4	1	1	1/8		1/8	1		-1	65		1289
77	77	3/8	3/8	3/4	1	1	0	grace16	1/16	1		-1	65		1290
77	77	3/8	3/8	3/4	1	1	0	grace16	1/16	1		1	67		1291
77	77	3/8	3/8	3/4	1	1	1/16		1/16	1		-1	65		1292
77	77	7/16	7/16	3/4	1	1	1/16		1/16	1		-3	63		1293
77	77	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65		1294
77	77	1/2	1/2	3/4	2	1	1/8		1/8	1		-4	68		1299
77	77	1/2	1/2	3/4	2	1	1/8		1/8	1		-5	73		1299
77	77	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	77		1299
77	77	5/8	5/8	3/4	1	1	1/8		1/8	1		-4	68		1295
78	78	0	0	3/4	2	1	1/4		1/4	1		-2	46		1316
78	78	0	0	3/4	2	1	1/4		1/4	1		-3	51		1316
78	78	0	0	3/4	1	2	1/4		1/4	1	1	-5	61		1314
78	78	0	0	3/4	1	1	1/16		1/16	1		1	67		1301
78	78	1/16	1/16	3/4	1	1	1/16		1/16	1		-4	68		1302
78	78	1/8	1/8	3/4	1	1	1/16		1/16	1		-2	70		1303
78	78	3/16	3/16	3/4	1	1	1/16		1/16	1		0	72		1304
78	78	1/4	1/4	3/4	1	2	1/8		1/8	1	-1	-5	61		1315
78	78	1/4	1/4	3/4	1	1	1/16		1/16	1		1	67		1305
78	78	1/4	1/4	3/4	2	1	1/8		1/8	1		-5	73		1317
78	78	1/4	1/4	3/4	2	1	1/8		1/8	1		-3	75		1317
78	78	5/16	5/16	3/4	1	1	1/48		1/32	2/3		-1	65		1306
78	78	1/3	1/3	3/4	1	1	1/48		1/32	2/3		1	67		1307
78	78	17/48	17/48	3/4	1	1	1/48		1/32	2/3		-1	65		1308
78	78	3/8	3/8	3/4	1	1	1/16		1/16	1		-3	63		1309
78	78	7/16	7/16	3/4	1	1	1/16		1/16	1		-5	61		1310
78	78	1/2	1/2	3/4	2	1	1/4		1/4	1	1	-3	51		1318
78	78	1/2	1/2	3/4	1	1	1/16		1/16	1		-3	63		1311
78	78	9/16	9/16	3/4	1	1	1/16		1/16	1		-1	65		1312
78	78	5/8	5/8	3/4	1	1	1/8		1/8	1	1	1	67		1313
79	79	0	0	3/4	2	1	1/4		1/4	1		-2	46		1333
